	text	label
5536	african girl suffering from a face deformity	0
5537	been here 6 generations gets loan to be repaid in full from the government been here 3 months gets from the government	0
5538	ever notice christians are horrible drivers	0
5539	that look when you just sucked 3 dicks for an 8 ball of baking soda	0
5540	anyone that says white people cant jump obviosly hasnt seen the 911 footage white people cant jump	1
5541	how dikes look when theyre in line paying for their pads	1
5542	im going to pee in the house	0
5543	ohhh i see so you found a bitch that does it without the peanut butter	1
5544	they probably arguing over some little shit	0
5545	we want sharia law well go home	1
5546	when you realize you put your dick in crazy	0
5547	go be gay somewhere else	1
5548	how a woman tells society she is single	0
5549	is someone using the oven cuz i smell gas	1
5550	my cult thank you for believing in my bullshit	0
5551	brace yourselves 420 is coming	0
5552	i eat ass	0
5553	have you ever tried ethiopian food neither have they	1
5554	remember the past to save the future	0
5555	if its brown flush it down	0
5556	sandwiches we can do it	1
5557	good to see you john good luck in the election	0
5558	youre telling me i cant bring peanut butter to school but you can bring measles	0
5559	this is steve he lives with both parents who both work no one in his family has a middle name in their facebook name like javeon doingbigthings jackson everyone in his family can swim	1
5560	i dont think my porn finished downloading	0
5561	hello my lgbtq friends its pride month so free shots for everyone	0
5562	im an exmuslim because islam means submission and i wont submit my life to the delusion of a child rapist	1
5563	chelsea clinton so ugly that when she gives head it counts as anal	0
5564	how many more mass shootings must we orchestrate before you give up your guns	0
5565	this is a declaration of war on you your family your friends and all you hold dear	0
5566	your order comes to 3750 and your white privilege discount brings the total to 3750	0
5567	rohingya refugee boys study the quran	0
5568	the weekend be like	0
5569	dude youve got the ugliest dog ive ever seen	0
5570	trump be thinking you cant lose in 2020 if there is no 2020	0
5571	how do you know if a black guy is well hung you cant fit your finger between the rope and its neck	1
5572	theres no shame in having pride in who you are	0
5573	achmed im pregnant	0
5574	muslims in 2001 defund homeland security muslim in congress 2019	1
5575	i said glass of juice not gas the jews	1
5576	need a job the democrat party is hiring no experience or intelligence required	0
5577	did you say dude blew his tire	0
5578	hey this bag only weighs 8 its graam	0
5579	hahaha fucking idiot	0
5580	im at the camp and i still cant concentrate	1
5581	the face noncar people make when you tell them you blew a tranny	1
5582	when your friend insists on paying for dinner but you still want to contribute just the tip come on let me	0
5583	i am an environmentalist love all animals	0
5584	its simple really white people are stupid they do dumb shit like this all the time	1
5585	im not transphobic i just dont like em	1
5586	heartbreaking i weep for limp dicks everyday	0
5587	oh boy cant wait to clean myself up in the 90065 showers that the guards are taking us to	1
5588	you need to be on top of news	0
5589	winnie the pooh is a disney classic	0
5590	monkeys often pick bugs off each other to snack on	0
5591	when your kitten cant find a box	0
5592	looking for peace praying for peace	0
5593	you funny mother fucker you	0
5594	storm in they cant rape us all	1
5595	fuck my mom is gonna kill me fuck my mom is gonna kill me	0
5596	the enemy within ilhan omar linda sarsour rashida tlaib ocastocortez	0
5597	islam is the religion of peace piece of you over here piece of you over there	0
5598	thats the way allah allah i like it	0
5599	hey canada your getting a wall too you fucking snow mexicans	1
5600	my goal for 2019 is to accomplish the goals of 2018 which i should have done in 2017 because i promised them in 2015 and planned them in 2014	0
5601	why are you so dumb	0
5602	six kids no husband no job and food stamps 10000 back in income taxes	1
5603	imagine being so disgusting there have to be laws to try to stop normal people from hating you	0
5604	and thats how you load a magazine into the gun	0
5605	assad my son is smarter than yours lol hamid	0
5606	what if the only reason mary got pregnant is because god is gay and needed a surrogate	0
5607	if this terrorizes you and this doesnt something is very wrong with you	0
5608	what do you mean being funny isnt just saying hoes mad	0
5609	when you max out intelligence and put nothing on agility	0
5610	what do you want to do win when do you want to do it now	0
5611	asian drivers test went as expected	0
5612	oh no hundreds of white people years of culture is being destroyed all other reaces first time	0
5613	must be time for more liberal bullshit	0
5614	how do you make a 4 yr old cry twice wipe your bloody cock off on their teddy bear	0
5615	that look when you find out the fbi is after you and michelle obama aint answering her phone no more	0
5616	me and the boys kneeling for africans tonight	0
5617	we have peace but we can give wars	0
5618	and then i asked mom whats for dinner	0
5619	and that was the last time we let uncle larry babysit	0
5620	paper is white and paper beats rock	0
5621	crackers gonna crack	0
5622	alright girls smiiiiile	0
5623	feminist literature you mean cookbooks	1
5624	somehow we went from this to having american hating radical muslim antisemites and socialists not only in congress but on the foreign intelligence committee how the hell did this happen	1
5625	this is the greatest news manufacturing in century	1
5626	dirty immigrant scum	1
5627	the pimp hand strong enough for man but made for teaching	0
5628	in norway we work after dinner	0
5629	when you decide to go full gas	0
5630	girls are like jelly beans theyre all good except the black ones	1
5631	reaction to a home invasion non gun owner were gunna die gun owner im your huckleberry	0
5632	kills 17 million deaths 1 fucking camper	0
5633	i hope both teams lose	0
5634	saddle up motherfuckers its time to play cowboys muslims	1
5635	black boyfriend white boyfriend	1
5636	whats the difference between a jew and a pizza a pizza doesnt scream in the oven	1
5637	not all feminist are this extreme	0
5638	and then i said mr president theres no walmarts in north korea only targets	1
5639	amsterdam red light district isalamabad red light district	1
5640	best thing about her blowjob you know shes gonna swallow	0
5641	chocolate melts at 	0
5642	dont let that sit out for too long	0
5643	islam is a religion of peace lets celebrate by killing infidels and beating women	1
5644	hurry up and join us for play	0
5645	another khuuun tiger woods claims hes not black despite his father being black	1
5646	they can kill the messenger but they cant kill the message	0
5647	welcome home	0
5648	hans ja get him to auschwitz	1
5649	thank god my ass needed a break	0
5650	god wasted a good asshole when he put teeth in your mouth	0
5651	just bought a house now were housepoor	0
5652	pork is unclean ever smell one of these goat fuckers	1
5653	i hear in heaven they have a huge pasture with pretty goat women	0
5654	if i cant trust you i dont need you	0
5655	so this is what being black is like	0
5656	you must follow my religion radical muslim youre welcome to follow my religion if youd like moderate muslim	0
5657	this is a terrorist	0
5658	i was really shocked when my wife gave birth and the baby was black is there anything that woman cant burn	1
5659	when you finally trim months of growth your pubes after 6 oh there you are peter	0
5660	did you know that the chinese eat dogs savages disgusting	1
5661	no one white people when you nod at them	0
5662	my sense of humor is so dark it picks cotton	1
5663	transgender people have a problem with their head not their crotch	1
5664	sit down kids i will now tell you how i met your mother	0
5665	never forget	0
5666	when each letter is a mental disorder	0
5667	uncle that aint all your hair me them aint all your kids thanksgivingclapback	0
5668	pace secondary heritage trails women dont let the female looks fool you realistically these are retarded male homosexuals wearing women suits	1
5669	protect america from boatloads of refugees fleeing scandinavias socialist tyranny	0
5670	nana addo 2016 compare the difference	1
5671	literally me on social media respect womens me in irl bang dishwashers respect womens	1
5672	so you think by being a muslim sympathizer this will somehow keep us from killing you you are a special kind of stupid	1
5673	it looks like youre pregnant im pregnant no but it looks like you are	0
5674	not sure whats in the fridge but this dishwasher is about to get a big load	1
5675	mohammed im pregnant	1
5676	when you havent stolen anything in a week	0
5677	allah has clearly said in quran ch no 45 verse 78 aayega to modi hi	0
5678	america sucks conservatives are racists rich people are evil give me your money the 2020 democrats	0
5679	goes on a date gets stood up	0
5680	dont let anger and hate ruin your life take him for example	0
5681	hmmm minyoda i am beat women i must	1
5682	remember 911	0
5683	its mam is it though	1
5684	caitlyn jenner is having a good hair day	0
5685	removes polish with chemicals nobody bats an eye removes polish with chemicals everybody lose his shit	1
5686	when you take these pics we think about cumming in your mouth	0
5687	im so black even my teeth are behind bars	1
5688	michelle obama without makeup	1
5689	when you accidentally fall in the toilet	0
5690	a short history of us presidents	0
5691	no image	0
5692	how to make america great again	0
5693	if you dont like the way i do things feel free to mind your own fucking business	0
5694	somethings bad happens medieval europe jews i swear it was the guy with the long nose	1
5695	up early to get a head start on exposing the fuckery	0
5696	good morning	0
5697	your post is going through hate review n it is not looking good	0
5698	still waiting on my uber eats	0
5699	when the bass drops just right	0
5700	when you move away from india and find out you cant shit in the streets	0
5701	four good reasons to reelect trump	0
5702	the best way to get chewing gum out of your hair	0
5703	youre so old this was your first school book	0
5704	when im directing traffic at an accident scene and a citizen asks me what happened shark attack	0
5705	im a firm believer in the seperation of islam and the planet	1
5706	when a new hire tries to tell you how to do your job who the fuck is you	0
5707	this is what vitiligo looks like	0
5708	black guys when her ass is fat asian guys when her titties are big white guys when shes your step sister	1
5709	scientists have discovered that they have a lot of intelligent dna unfortunately most of them spit it out	0
5710	i wish jew a happy brithday	1
5711	lyin thinking about lyin really lyin just got done lyin	0
5712	friendly reminder a hooker and con man are in the white house fucking things up	0
5713	andy shes a nut	0
5714	when you eating in a chinese resturant and you hear a dog barking in the kitchen	1
5715	i hate racist jokes you heard juan you heard jamal	0
5716	when your uber driver arrives but youre probably safer driving drunk	1
5717	dumbass fucking white people marking up the internet with their opinions like dogs pissing on fire hydrants sarah jeong nyt editor the new york times	1
5718	heres a painting of a handbook for terrorists	1
5719	a black man invention	0
5720	a world leader a supermodel a mass murderer a tranny satans daughter and a peanut farmer walk into a funeral	1
5721	so you follow politics and think only the other party tells lies	0
5722	when you see a black guy in your store but he isnt trying to steal anything impossible	1
5723	its the goat humper looks like a bunch of pigs just walked over your grave	0
5724	that precious moment when daddy finally turns up to a dance recital	0
5725	youre asking people for 5 cents a day but you had money to fly here and make a commercial	0
5726	bank took your house that must be tough	0
5727	my grandpas tractor never broke down	1
5728	im sorry i made the chewbacca sound but maybe if you shaved next time	0
5729	taking photo with a mosque	0
5730	when you havent stolen anything in a week	1
5731	trump said immigrants come here to steal your wife is a great example she stole my speech	1
5732	left lanes need to exit right right lanes need to exit left heres 300 feet make it happen	0
5733	just a man and his dog his dog companion	0
5734	ilhan omar sporting her beautiful purple hijab	0
5735	white kids be like im killing everybody	0
5736	look at me im the european now	0
5737	get you a man who will never lay a finger on you or walk out of your life	0
5738	never let someone who has done nothing tell you how to do anything	0
5739	yea if you could go ahead and explain memes thatd be great	0
5740	life handed me lemons so i fucked them and gave them lemonaids	0
5741	photo of a survivor liberated from the auschwitz birkenau camp 1945 colored	1
5742	are all terrorists muslim no some are democrats	1
5743	starving mexican monkey eating peanuts	1
5744	dark humor is like him it never gets old	0
5745	when immigrants wave our flag they are not invaders	0
5746	when i post something offensive and someone tries to explain to me why its offensive	0
5747	i dont always marry first graders but when i do i wait until they are third graders before i violate them like my goats stay violent brutal and backward my friends	1
5748	cool tanks drive away from explosions without looking back	0
5749	you bro ask the co why he aint pop my door	0
5750	weeeee im back home	0
5751	hide and go seek champion july 6 1942 august 4 1944	0
5752	i pictured a black girl naked today can i get an std from this	1
5753	danish bacon its gonna rock your world	0
5754	men can be frustrating why cant i ever get a date im so lonely	0
5755	racism is realizing that these are not the same species	1
5756	to defeat men like this protests are held so voices are heard	0
5757	i hope father jeffrey doesnt go in dry today	0
5758	when she gives you that look	0
5759	when you die and go to heaven but now have to wait for your doggo to join you	0
5760	if one drop of semen contains more life than a drop of blood then why dont vampires suck cock oh waittwilight	0
5761	you need some jesus	0
5762	muslims in 2001 defund homeland security muslim in congress 2019	1
5763	healthcare is a right and the government should pay for it guns are a right should the government pay pay for them too	0
5764	when u stop being shy around new people but u start getting annoying why are you like this	0
5765	1 for english and 2 for spanish what do i press to speak to a gorilla	0
5766	i bet they lived happily married	0
5767	this isnt the way theres always a better way	0
5768	baby look like he pay his own child support	1
5769	i said i wanted to see his kids so he came in my eye	0
5770	how i see black people getting trolled on the internet	0
5771	you will never see refugees from america when things turn to shit we dont run to another country we dust off our guns and fix it	0
5772	whats the hardest part of eating a vegetable the wheelchair	1
5773	meanwhile at the isis strip club	0
5774	when you have to make your own pool	0
5775	i hate people who drive trucks like these we get it you rape	0
5776	when the squad is about to get lit	1
5777	perks of being my friend youll be the normal one	0
5778	i dont know what shes fixing but mine just broke	0
5779	they call me a goat because i am the greatest of all time	0
5780	show m an american ghetto and ill show you a place where white democrats are in power	0
5781	current mood ill beat a motherfucker with another motherfucker	0
5782	islam is the religion of peace dont believe me then i will blow you up	1
5783	slipnslide the most fun youll ever have getting hurt	0
5784	the names bob bob	0
5785	when you catch your goat with another man ya done fucked up	0
5786	its ok let them in only a few will kill	0
5787	baked potatoes for everyone	0
5788	when your dishwasher is broken so you take it back to walmart to get a new one	1
5789	girl im a transgender boy tries to impress her im mentally ill too	1
5790	jack and jill went up the hill so jack could lick her candy but jack got a shock and a mouthful of cock cause jills real name was randy	1
5791	oh addiction isnt a disease because it started with a choice tell me more about how the chlamydia in your crotch isnt a disease yet it started with a choice	0
5792	happy muslim family	0
5793	safe sex isis style	1
5794	dad what is humanity i dont know son we are zionist	1
5795	fuck the jews the only religious extremists you cant make fun of because they print all the money slaves worship	1
5796	smh kids these days rely too much on technology	1
5797	if being racist means i dont want my country turned into a pile of rocks goatshit ruled by a barbric cult then im a racist	1
5798	when your mom tells you to clean up your room but you just cleaned it	0
5799	so i was going down on my grandma the other night and i tasted horse semen i stopped for a second and thought to myselfis this how she died	1
5800	my mom makes the best sandwiches	0
5801	have you seen my bag	0
5802	when nobody knew who you were until you got on your knees	0
5803	steak recipe 1 destroy someone	0
5804	when you realize that ginger is just the nword rearranged	1
5805	girls reaction when teacher says get out of class boys reaction gorilla in a fuckin coupe reaction	1
5806	the loudest one in the room is the weakest one in the room	0
5807	i dont want trumps face on mount rushmore i want it chisled onto the moon so liberals mexicans and muslims never get a good nights sleep	1
5808	what the fuck am i looking at	0
5809	pray for your sins	0
5810	there is no hindu terrorism in india what if i say it isnt true then i respect your opinion	0
5811	removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit	1
5812	elmo laughs as he shows the trannys he chromosome you need to be able to call yourself a man	1
5813	look son another terrorist attack by peaceful muslims	1
5814	when the school shooter finally leaves and the hottest girl in class is laying dead on the floor its free real estate	1
5815	im not a racist my shadow is black	1
5816	bitches be like he got money though	0
5817	a recent survey reported that 34 of men dont know how to turn on the dishwasher i find that licking her nipples and a light fingering usually does the trick	1
5818	shitters clogged	0
5819	i never get a straight answer for this	0
5820	jesus take the wheel carlos you take the stereo and ill take lookout	0
5821	do you have any idea how black you were going	1
5822	god created this not that	0
5823	him the dishwasher is acting weird her whats it doing him chopping fucking vegetables	0
5824	one of my 5 boyfriends slept with another girl ill never trust men again	0
5825	putn the ham in mohamed	0
5826	solution to mexicans paying for the wall leave all the illegals hanging around the border	1
5827	when you ride in your first selfdriving car	0
5828	good morning gamers lets go kill some trannies	1
5829	i see you what you did there	0
5830	22 is potato minus 1 is poo quick math	0
5831	leo varadkar stars in tranny without a fanny coming soon in dail anal	1
5832	we havent t seen any new jesus appearances on pancakes in a while i hope hes okay	0
5833	so like why are men even gay girls have buttholes too you know	1
5834	i fuck goats allah is great	1
5835	have you ever studied the history of the jews did you know that they have always banded together as a tribe infiltrated governments monopolized the financial systems of nations instigated wars and intentionally created chaos in societies the jews have mass murdered millions of non jews over the centuries theyve seized control of the media so youll never find out study the history of the jews	1
5836	jet fuel arabs with boxcutters	1
5837	this is why we shoot you guys	0
5838	when youre looking at all the people in their hot summer bods and you feel sorry for all the taco tuesdays they must have missed	0
5839	i just realized we know we dont want him in the same bathroom with our wives	1
5840	im not an asshole im a hemorrhoid i irritate assholes	0
5841	this was the text i sent my sister fwd this to 10 ppl or u will die in a car crash before she died in a car crash	0
5842	when youre fucking but wanna make sure hes not stealing anything	0
5843	any girls a squirter if you sever an artery	0
5844	just as i suspected youre stupid from this angle as well	0
5845	sorry trump i just prefer presidents who werent captured by putin	0
5846	relax mexicans you are rapists drug lords and criminals	1
5847	when people just talk about weed and forget your birthday sad racist noises	0
5848	what is the most offensive joke you have ever written if only africa had more mosquito nets less mosquitos would have to die needlessly of aids	1
5849	whats wrong with me why am i so happy	0
5850	how you feel when your a blacksmith	0
5851	a little hood a little hippie	0
5852	ultimate terrorist lure position decoy and wait	1
5853	evolution from peeling bananas to busting caps	0
5854	she probably asked a wrong question	1
5855	but i wont do that will you let me come home i would do anything for love	0
5856	when your girl is on her period but she offers anal as an alternative into the garbage chute flyboy	0
5857	back in my day blowin a tranny was car trouble	1
5858	your are a solder ready to die for your country	0
5859	patriarchy while the men had fun dying the females were oppressed inside comfortable concentration camps called homes	1
5860	meanwhile at the isis strip club	0
5861	hmm what a nice day to marry my own daughter and behead kafirs	1
5862	when all your peaceful solutions fail you know what old problems require old solutions	1
5863	record black employment record black welfare record black imprisonment	0
5864	asked for romantic sex sticks a lit candle up my ass	0
5865	hold my hookah pipe when it comes to interracial marriage too many of our brothers are not marrying our sisters	0
5866	men are pigs some just oink louder than others	1
5867	when youre 2 of the population but 40 of all pedophiles	1
5868	i need all stolen funny offensive memes posted right here expeditiously	0
5869	donald you are not welcome on my show sir i do not want to be on your show	0
5870	randomly deciding to bake something	0
5871	when your kid actually is transgender	1
5872	when japan thinks youre gonna invade their mainland	1
5873	as much as abdul tried he could not get the fucker into first gear	1
5874	immigrants illegal aliens	0
5875	when a white kid shoots up the school the same day you planned to bomb it	1
5876	meanwhile at the isis strip club	0
5877	when the school shooter finally leaves and the hottest girl in class is laying dead on the floor its free real estate	1
5878	jamal im pregnant	1
5879	see heres your mistake you added a fuck that i didnt give	0
5880	no means no unless shes dyslexic then its on	0
5881	how we see muslims how muslims see us	0
5882	im looking for the democrat restroom	0
5883	no thats not his daughter thats his wife yet the world is silent	1
5884	jihadi magazines miss december	0
5885	when your boss volunteers you for the next suicide bombing	1
5886	and for my next trick ill make democrats defend rats	0
5887	i see dead people they call me on the phone to complain about trump	0
5888	go to the winchester have a pint and wait for this all to blow over	0
5889	im not racist racism is a crime and crime is for them	0
5890	jesus christ may have 2000 people with 5 loaves of bread and 2 fish but adolf hitler made 6 million jews toast	1
5891	when they cut muslim child neck instead of dick the bomb has been defused	1
5892	how can this be allowed a free home and benefits when this man was allowed to die on the street after serving this country	0
5893	watching vegetables grow	1
5894	large big mac no onions	0
5895	meanwhile at the isis strip club	0
5896	how do you do fellow kids i am your new highly approachable candidate eager to share a beer	0
5897	if this offends you you might be lack toes intolerant	1
5898	my wife called me a good husband thats a huge compliment	0
5899	im voting for trump whitetrash lives matter the hoosier state	1
5900	im a moderate muslim that means that while other muslims are putting bombs on your buses and raping your children ill be telling you that islam is peaceful protesting when you insult my religion and lobbying your government to take away your free speech	1
5901	forcing children into religion is child abuse religion has to be taught its not natural	0
5902	picked up 2 new pillows and dishwasher at the flee market winner winner chicken dinner	1
5903	went outside today yolo	0
5904	influence elections haha thats a hoax	0
5905	trump supporters be like make america great again	0
5906	every place has their meet up spot after school	0
5907	my shirt is so tight it barely fits	0
5908	howdy yall	0
5909	what a cute little baby bacon	0
5910	kathy bates in the movie waterboy	0
5911	when god sees people claiming that there are more than two genders isnt that my decision	1
5912	russia freesentsov freekolchenko	0
5913	then he said i couldnt come to the barbecue because i always burn the franks	1
5914	first friday prayers of the islamic holy day	0
5915	1800 abosrdum thats do you hate yourself doubt science established historical records	0
5916	nein danke im very happy with my gas supplier	1
5917	you are the funny one maybe ill kill you last	1
5918	whole world earth is round buhammad nibba its flat goatfucker	1
5919	you are so queer it could be raining titties and you would still get hit in the face with a dick	1
5920	there is no hindu terrorism in india what if i say it isnt true will shoot you dead	1
5921	government should austrailia start helping out the black communist murdered and killed by who are being brutally white south africans	0
5922	chimpanzees are one of the only animals that kiss each other like humans	0
5923	when karen helps u camouflage the crackhouse	0
5924	no border walls and no voter id laws figure it out yet	0
5925	islamic state soldiers celebrating we should kill them all	0
5926	white people be like its you and me black people be like look at these dumb ass crackas sittin in the middle of the damn road	1
5927	fucking aye	0
5928	dont do the crime if you cant do the time	0
5929	drink bleach then you can be white on the inside and out	0
5930	the hardest part to eat in a vegetable	0
5931	i did the math we cant afford the cat	0
5932	how many mexicans does it take to build a oh wow theyre done	1
5933	thats fucked up but i like it	0
5934	people of religion reading the book	0
5935	a good heart goes a long way	0
5936	if you believe that ive got a virgin goat to sell you	1
5937	if you play your cards right you can skip prison	0
5938	when youre part of the real suicide squad	1
5939	trump before he was a born again christian	0
5940	here to collect my reparations check	0
5941	this is a snakes mouth it all makes fucking sense now	1
5942	pussy fight	0
5943	when you turn on the light and realize you have been fisting the wrong hole	0
5944	mom wont let me use the oven with my jewish friends	1
5945	dodge owners be like dont take a picture	0
5946	monkeys often pick bugs off each other to snack on	0
5947	knock knock whos there not this bitch obviously	0
5948	theres nothing more ridiculous than when the same republicans who gave us 33 sham hearings on benghazi say investigation trumps actual crimes is a waste of time	0
5949	the last thing a trnsexual sees before it gets sent to hell	1
5950	when youre shooting up the school and the cops shoot the black kid thats running away	1
5951	pride week	0
5952	what is he hiding we need to see his tax returns let me stop you right there hillary you deleted 30000 emails used bleach bit on hard drives then destroyed phones with hammers you have no right to talk about people hiding anything truth uncensored	0
5953	arent you tried of my jokes	0
5954	what women think theyll do when the economy collapses vs what theyll actually do	0
5955	slaves in the south were uneducated false they all had their masters	1
5956	when you recorded talak in your abbu voice and plays it in front of your mum becuase you wanna fuck her after divorce ye hai digital buslim	1
5957	i saw her standing there and i told her she had three beautifull children she didt have to get all pissed off and threaten me it was an honest mistake	1
5958	wait mohammad come back i didnt mean to laugh really size doesht matter to me lol	0
5959	you find out spongebob is jewish	0
5960	laughs in throwing gays from tall buildings	1
5961	whats burning	0
5962	how dark is your humor me	0
5963	knowing white people hes probably the father	1
5964	what do you do when your dishwasher stops working slap her on the ass and tell her to get to work	1
5965	name something females say before sucking dick	0
5966	the ku klux klan killed 3446 blacks in a span of 86 years since 2016 blacks killed 1891 other blacks in chicago alone	0
5967	we need to be like new zealand new zealand banned rifles then move to new zealand bitch	0
5968	party tonight im down	0
5969	jews did 911 truth is antisemitic	1
5970	when shes says she only dates black guys	1
5971	we said we would never forget and we havent	0
5972	im not an asshole im a hemorrhoid i irritate assholes	0
5973	when a white person tells you happy cinco de mayo but you know deep in their heart they eywant you deported sepasanmemes fucker	1
5974	time to play rich vs the constitution	0
5975	cannibalism	1
5976	the secret to a successful marriage is to keep his stomach full and his balls empty	0
5977	i believe the victim the victim is kavanaugh candace owens	0
5978	when you already started eating and someone says lets pray	0
5979	every woman need a good sucking vacuum cleaner	1
5980	teaching them how to hunt young	0
5981	xzhibit wearing new jewery	0
5982	yes donald that sounds good i once built a wall too	0
5983	when you catch your goat with another man	0
5984	jewish	1
5985	oh hes using you for sex stop bitching sex is awesome complain when hes using you for laundry or a human shield	1
5986	gays on their way home after pride week	0
5987	what was hitlers favorite race nazi jews	1
5988	trade you an already fucked chicken	1
5989	how we see muslims how muslims see us	0
5990	got kicked out of the hospital apparently the sign stroke patients here meant something completely different	1
5991	when white folks announce the case of cured hiv patient but you were murdered for already doing it	0
5992	plays uno thats racist steals all the green cards	1
5993	the only woman who knows where her husband is is a widow the rest of u can sit down and make me another cup of tea	1
5994	who said i couldnt do it	0
5995	israel is not at war they dont fight soldiers they kill innocent men women and children from a distance	1
5996	leave no dog behind	0
5997	doesnt own a computer can still play minesweeper	1
5998	july first we will open the military to transgender people isnt that why we have the coast guard	1
5999	im so old i remember telling people to eat my ass as an insult not a snack offer	0
6000	when the chow mein was on point	0
6001	you can be any gender you want if you are mentally ill	1
6002	every man needs a decent coffee maker	1
6003	dont be limited by your circumstances you can achieve anything	0
6004	stalin if you invade us you break our agreement hitler quicksaving	0
6005	i just met you and this is crazy but i love bath salts and you look tasty	0
6006	my wife threw me out after she caught me measuring my cock it just reaches the back of her sisters throat	0
6007	meanwhile at the isis strip club	0
6008	dont blame people for disappointing you blame yourself for trusting them	0
6009	i love listening to music	0
6010	it cant be homicide if there is no race	1
6011	when youre a complete piece of trash but sheeple still like you because youre black	1
6012	rev al sharpton that gorilla was 17 black and unarmed	1
6013	my wife asked me where id like to be buried apparently balls deep in your sister wasnt the answer she was expecting	0
6014	wow they are upset	0
6015	hello mengele i think one of your experiments has escaped	1
6016	transsports allowing medicore male athletes to finally become champions	1
6017	i do not want to hear anymore about gun control from a person who is making it easy for iran to obtain nuclear weapons	0
6018	just ordered the new anne frank puzzle	1
6019	latinos for me thats like roaches for raid	1
6020	da unbleeble wyness of wypipo kongqueesha washington contributor errythang wypipo do iz raysuss and ebull dass wy we neeb to keel dem all	1
6021	jews exsist hitler itd be a lot cooler if you didnt	1
6022	leftist logic its bad for russia to interfere in our elections but its ok for illegal immigrants to vote	0
6023	after a hard day of work mohammed is very tired	0
6024	and if anything happens the women are to blame thats right its their fault definitely	0
6025	this is for all you nosey fuckers that only follow me to tattle on me fuck you	0
6026	mfw the local tranny gets lynched	1
6027	keep yelling motherfuckers youre just playing call of duty	0
6028	hitting is a crime its about time people understood that	0
6029	when you nut in the arab girl and she has a normal orgasm you were supposed to explode	1
6030	play stupid games win stupid prizes	0
6031	theres a joke in here somewhere a indian a socialist a smeller a mistress a homosexual and a terrorist lover walk into a bar	1
6032	when you are that ugly you dont have a choice	1
6033	crawling in mein skin these jews they will not heil	1
6034	remember when you needed to bang your tv to get it working i tired that with my dishwasher and now shes pregnant	1
6035	when instagram notifies you that someone is going live the fuck that gotta do with me	0
6036	when you ask the kid that misses class a lot why he is bald and he starts crying all right then keep vour secrets	1
6037	when she cooks cleans sucks a mean dick but you gotta work	0
6038	wheres jaws when you need him	0
6039	i have a dream thats me with the belt	0
6040	prospective without white	1
6041	you dont hate women and minorities bro thats pretty cringe	1
6042	goofy fuckin black people	1
6043	when you pour a bowl of coco puffs and realize youre outta milk	1
6044	hmmm who shall i arrest first brennan clapper comey or obama	0
6045	good luck hillary dont blow it	0
6046	when muslims have been slaughtering millions of innocent people across hundreds of countries and finally someone gives them a taste of their own medicine	1
6047	when your mom is mopping the floor and tells you to pick up your feet	0
6048	im just here for the boobs	0
6049	and then i told them youre going on a fun camping trip	0
6050	when you found your wife is cheating on you ya allah	0
6051	when i grow up lol nevermind	1
6052	yeah im into fitness fitness whole pizza in my mouth	0
6053	what do you call a nun in a wheelchair virgin mobile	0
6054	boys are the devil	1
6055	everyday i understand the phrase im getting too old for this shit on an even deeper level	0
6056	no matter what anyone tells you racism is ok	1
6057	putn the ham in mohamed	1
6058	a moment before threesome	1
6059	if theres no one to hold your hand put your hands in your pocket and continue	0
6060	jewish invention	1
6061	did my post offend you tell me which one so i can post ten more just like it you sensitive little bitch	0
6062	in 8 yrs i improved life for millions of illegal aliens every muslim terrorist group basically everyone i could except the one country i was responsible for	0
6063	guess who got reported again by some weak minded asshole	0
6064	if you see anybody from trumps cabinet in a restaurant in a department store at a gasoline station you create a crowd and push back and tell them theyre not welcome anywhere maxine waters june 24 2018	0
6065	if her legs arent shaking when you are done youre not done	0
6066	rep omar accuses trump of being bigoted toward lgbt do you agree with her or is she out of her mind	0
6067	how do you know when this prick is lying the sphincter under his nose is moving	0
6068	you just went full goat fucker never go full goat fucker	0
6069	a mans trash is a pigs treasure	0
6070	men are such pigs i hate them all why cant i ever get a date im so lonely	1
6071	always a nice feeling to wear nicely washed pants	0
6072	they want to be accepted for who they are yet therent able to accept themselves for who they are	0
6073	playing an old piano i found the other jews in the attic	1
6074	the only thing that hinders you is your own motivation	0
6075	when each letter is a mental disorder	0
6076	have you ever tried ethiopian food neither have they	0
6077	when she says dont cum in me but but you know shell make a great single mother	0
6078	sea monkeys	1
6079	sea monkeys	0
6080	i have 72 nukes aimed at israel if these damn jws dont stop pretending to be white i will wipe israel off the fucking map	1
6081	official white house holiday ornaments	0
6082	look muddafucka even i know thats fucking retarded	1
6083	beating things to make them work again	1
6084	when people talk trash but youre a bigger person	0
6085	when your chinese food shows up completely uncooked	1
6086	dont push someone away and expect them to still be there when youre ready	0
6087	problem solutions	0
6088	when you bout high as fuck	0
6089	who ya gonna call goat fuckers	0
6090	when you forget to take out the trash and you threw our chinese the day before	0
6091	if this terrorizes you and this doesnt something is very wrong with you	0
6092	welcome home sodomite time for eternal suffering	1
6093	mr obama it is an honor	1
6094	wanted fled from the kitchen	0
6095	whats worse than a female driver	1
6096	apparently the british public cant put their finger on the problem	0
6097	babies arent actually people jews arent actually people its not murder its not murder i had an abortion	1
6098	about to wait in line at the dmv before school	0
6099	her back must hurt	0
6100	when youre jeffrey dahmer and you get asked where you dumped the bodies	0
6101	when you catch your goat with another man	0
6102	im free mos its just texting	0
