	text	category
6653	"charles martel from the year 732 explains how he kept france safe from muslims ""i slaughtered every single one of those savages, until they retreated back to the third world, poverty stricken hell hole, from which they came."""	1
6654	15 bucks for sex isn't normal but on meth it is. meth rolling back prices farther than wal-mart	1
6655	"white kid: ""i don't know how to shoot"" dad: ""just pretend it's your classmates"""	1
6656	bombbbssss awayyyyyy	0
6657	kill all americans & remind them islam is peaceful	1
6658	fuck israhell and fuck the usa!!! 136 countries are on the side of palestine!!!	1
6659	i told my friend that i can turn fruits into vegetables and he told me to prove it so i pushed him off a balcony	1
6660	if you believe that, i've got a virgin goat to sell you!	1
6661	damn it john, leave stevie alone	1
6662	he was a world savior only if stupid people would understand	0
6663	bruder you killed me so the jew could control your media so the jews could control your banks so the jews control you money so the jews could control your government so your children could die for israel so foreigners could destroy your cities so foreigners could run your civil and public services so you become a prisoner in your own homes so your people and race are lost forever	1
6664	3.8 billion of them on earth. why isn't it clean yet?	0
6665	best thing about an ethiopian blowjob?... you know shes gonna swallow!!!	1
6666	1-800 abos-r-dum, thats 1-800-abos-r-dum! do you hate yourself? doubt science & established historical records?	0
6667	arrest george soros for crimes against europe	0
6668	best thing about twenty four year olds twenty of them	0
6669	when you can't remeber if you ate wendy's twice that day	0
6670	build a house for r250m while ordinary citizens live in poverty? i blame apartheid	0
6671	the look you have when your dad cuts your hair	0
6672	"sign says ""take a quarter""  takes two"	1
6673	thank you ! for everything ! for what ?	0
6674	i wish i could stand by you!	0
6675	no one: white people when you nod at them:	0
6676	parents gets divorced twice as many birthday presents	0
6677	i was asked am i my brother's keeper? i replied. fuck with him and find out	0
6678	don't look back in the past contiue to live in the future	0
6679	here's a painting of a handbook for terrorists	1
6680	close friends for life	0
6681	"""i'm fine, i'm just tired"" = my depression is setting in but i don't want to bother you with it"	0
6682	heeeeaad shoulders wheel and frame wheel and frame	0
6683	and then i told that goat fucker suck my star spangled dick	1
6684	when you think it's friday but it's actually tuesday	0
6685	great at making martinis terrible at stealing tambourines	0
6686	oh sike	0
6687	damn chewbacca ewoks are our friends	0
6688	malcolm x military kill	0
6689	you can't hate jews if there's no more jews	1
6690	don't shoot, i'm from the group why dont you post and comment? i'm shy, but i like stuff	0
6691	dont ask me how i get on that cliff	0
6692	when you're trying to listen to the teacher in your school and the foreign exchange student keeps on crying	0
6693	questioning america's support for fascist israel ... is unacceptable	0
6694	teacher asked what comes after a sentence told her an appeal	1
6695	yes, ilhan omar is anti-semitic and anti-american but she is on our side	0
6696	when you're stressed, you eat ice cream, cake, chocolate & sweets, why? because stressed spelled backwards is desserts mind = blown.]	0
6697	back in my day blowin a tranny was car trouble	1
6698	active shooter at a walmart in tx targeting only hispanics. armed white people	1
6699	i'm not a racist my shadow is black	1
6700	if you don't want to talk about it, don't post vague status updates fishing for people to ask you what's wrong	0
6701	what was hitler's favorite race? nazi jews	1
6702	deport the goat fornicators #fukislam	1
6703	you're so old this was your first school book	0
6704	i once dumped a cross eyed chick thought she was seeing someone else	0
6705	i can't wait to name you some dumb shit nobody can pronounce	1
6706	finally synthetic watermelon	1
6707	feeling cute might write in my diary later	0
6708	"""never forget"" -you said.. i am the proof you have forgotten"	1
6709	"why didn't the ""if you don't like it, you can leave"" people leave when obama was president?"	0
6710	one last call for green cards closing time you dont have to go home but you cant stay here	0
6711	when the weekends finally here	0
6712	that look when you wanna cut a bitch but you're a better person than that	0
6713	"i have to stop saying ""how stupid can you be?"" some people are starting to take it as a challenge"	0
6714	i married my brother to commit immigration fraud	0
6715	is it just me or does justin bieber look like a 35 year old lesbian?	1
6716	"45 goals of communism 26. present homosexuality, degeneracy and promiscuity as ""normal, natural, healthy."""	1
6717	the hardest part to eat in a vegetable	0
6718	"the most racist people are the ones crying""racist"" all the time!"	1
6719	what's the difference between a cow and the holocaust? you can't milk a cow for 75 years	1
6720	if your man dresses like this there no doubt he's cold	0
6721	time to make money the old fashioned way by killing christians	1
6722	islam we're the religion of peace. if you don't believe it, we'll kill you	1
6723	look at my new goat cage	0
6724	on my way to the maury show for the 8th time	0
6725	don't get me started about your tranny problems	1
6726	always be kind to those less fortunate than you	0
6727	when each letter is a mental disorder	0
6728	they were right blue really is my color!	0
6729	how do we destroy the patriarchy? it's simple. we eat it	0
6730	oh no i can't steal anymore	0
6731	islam turning every single country it touches into a shithole for over 1400 years	1
6732	the strength of a father to his daughter	0
6733	mohammed?! it's aisha can you stop fucking the donkey for a minute? allah wants to talk to you!	1
6734	largemouth bass largemouthed ass	0
6735	twins going swimming with a friend	0
6736	a rare photo of obama's birth	0
6737	"when asked what i did over the weekend i reply, ""why, what did you hear"	0
6738	how you look when youre black and you celebrate the 4th of july	1
6739	kick them out of country	0
6740	rise of the planet of the apes (1963)	0
6741	trump supporters because why learn the facts, when you can mindlessly preach hate?	0
6742	this bacon is so raw it's about to start singing hakuna matata	0
6743	pork is unclean? ever smell one of these goat fuckers?	1
6744	dora the explorer has got a little muslim friend.. doda the exploder	1
6745	it's not a hijab it's a diaper for people with shit for brains	1
6746	when you successfully shot all the muslims in the mosquee but isis doesn't claim the assault	1
6747	guess she didn't learn her lesson the first time	0
6748	a phobia is a fear of something i do not fear fear gay people so why is it called homophobia? gay people fear me	1
6749	did you say dude blew his tranny???	0
6750	when you bout to nut in your cousin and you hear the barn door open	1
6751	ice cube has been targeted by gay activist for using homophobic lyrics in the past	0
6752	handjobs sold seperately	1
6753	we want sharia law!! then go the fuck home	1
6754	if being racist means i don't want my country turned into a pile of rocks & goatshit ruled by a barbric cult then i'm a racist	0
6755	greetings fellow americans miss me?	0
6756	"liberal logic 101 muslim kills a dozen ""infidels"" [cricket noise] christian mentions god in public shoving his religion down our throats"	1
6757	waiter, another order of crow for my anti-trump friends	0
6758	if you support this you're supporting the genocide of black men	0
6759	proper plating technique	0
6760	albanians taking a selfie with a porn star	0
6761	300 kg bomb vs 1000 kg bomb	0
6762	i pray to our lord and saviour to bless this melon	0
6763	i got new shoes brother died from ebola	0
6764	i didn't choose the tranny life the tranny life choose me	1
6765	he's the man, baby !	0
6766	i came to fuck bitches and learn rocket science	0
6767	we're glad you're home the russians pooped in the hallway!	0
6768	oh no i can't run anymore	0
6769	car accident on michigan ave	0
6770	everyone should have exercise in their day to day schedule	0
6771	in 1990, the irs seized willie nelson's bank accts and real estate holdings for a 16 million dollar tax debt. currently, al sharpton owes in excess of 19 million dollars in taxes and he visits the white house regularly as a guest!!! explain white privelege again?	0
6772	you with the goat stop that!	0
6773	excuse me?!? it is ma'am! ma'am! i will take you outside and show you a sir!	1
6774	"don't be embrassed mark lots of guys yell ""harder daddy"" during a rectal exam"	0
6775	what we do in our bedroom is none of your business which is why we have parades that block traffic and force you to see examples of what we do in our bedroom	0
6776	why do muslims were towels on their heads so if they run out of toilet paper they have something to wipe their ass	1
6777	your birthday's good... but it needs more cowbell	0
6778	me the night before vs me the next morning	0
6779	"ever wonder if asians make fun of caucasians? ""look at me, i have peripherar vision. i speak engrish"""	1
6780	if donald trump is the answer how stupid is the question?	0
6781	never forget	0
6782	when some body adds another plate to the sink while i'm washing the dishes	0
6783	cocaine evilheart so much cocaine i fucking told you!	0
6784	drinking wine is bad drinking camel piss is good	1
6785	why don't i get sunburnt? because prisons are indoors	0
6786	how do you circumcise a trump voter? kick his sister in the jaw	1
6787	when you told her you was going to fuck her till she was stupid & she didn't believe you now she's like..	0
6788	what can we say 	0
6789	companies when pride month ends:	1
6790	why is this guy the only one convicted?	0
6791	official white house  holiday ornaments	0
6792	isn't it interesting that isis has run out money now that obama is no longer in office..	0
6793	they are not escaping to find a better life they are invading us to destroy ours	0
6794	why does toilet paper need a commercial? who is not buying this?	0
6795	i hate women so much i'm not even joking bro	1
6796	google glass locate kfc	1
6797	"the face they make when you've left the ""plantation"" and you no longer think like them"	0
6798	meanwhile at the isis strip club	0
6799	dude stop smoking its gonna harm you dude stop	0
6800	my mom makes the best sandwiches	0
6801	chicks be like the blacker the berry the sweeter the juice	0
6802	florida schools are forcing students to stand during national anthem if you support this please like and share	0
6803	a muslim ban would've stopped that	0
6804	forcing children into religion is child abuse religion has to be taught. it's not natural 	0
6805	it's a weiner pit. just like your mouth	0
6806	slip'n'slide the most fun you'll ever have getting hurt	0
6807	fuck banks fuck indians too	1
6808	life has its ups and i have its downs	0
6809	not all heroes wear capes	1
6810	hiltler eating a meal with his family	0
6811	saddle up motherfuckers it's time to play cowboys	0
6812	so this is heaven? i hate it	0
6813	show intolerance for other's religions expect highest level of tolerance for their own	0
6814	you cannot invade the trailer park there will be a dumpster-defend with a yeet cannon behind every door!	0
6815	king kong	0
6816	suddenly mexico wants to talk about immigration i'm so grateful we have a tough president	0
6817	america first! when it comes to elections	0
6818	not my president not my residents	1
6819	i should not be expected to pledge allegiance to any country including america	0
6820	just as i suspected   you're stupid from this angle as well	0
6821	stevie wonder be like #selfie!	0
6822	"when your girl is bulimic, but you like gagging sounds, so you call her ""fatty"" while you beat your meat in the shower"	1
6823	hurry up son, the owner is coming	1
6824	when you see a black guy in your store but he isn't trying to steal anything impossible	1
6825	best holiday gift for muslims	0
6826	hello everyone, this is m and welcome to jackass: umbra edition!	0
6827	i don't bitch wanna get please! married! i've got to go blow myself up tomorrow! islam - none of it makes sense	1
6828	my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich	1
6829	chinese ppl be like  happy thanksgiving!	1
6830	i just squirted tranny fluid	0
6831	acceptance of individuality is not a disgusting thing	0
6832	snuffy and big bird discuss the most efficient way to rape the drugged man. hush, child	0
6833	the us navy keeping tranny hookers laid since 1715	1
6834	i'm no gynecologist but i know a cunt when i see one	0
6835	when your wife is secretly a dinosaur, and you don't find out before she givs birth to four crossbreed raptors	1
6836	what do you call a group of inspectors your chain of command fears? the orse-men of the apocalypse	0
6837	when the wife comes home early and the valve covers in the dishwasher are still on rinse	0
6838	you come home and found this.. what do you do ???	0
6839	lick her shitter like an apple fritter	0
6840	making fans everywhere	0
6841	guys what the fuck what the actual fuck	0
6842	white people is this a shooting range	1
6843	ladies if you like the thugs or bad boys welcome to your future dream home	0
6844	when my name is in a math problem and all the class stares at me me: that's right bitches. i bought 60 watermelons	0
6845	defender of all things white, i'm ed supercoon	1
6846	when you realize what you walked into	0
6847	i only wear silk panties cotton ones remind me of slavery	1
6848	i called my boy whatchoo goin do bout that spray bottle now	0
6849	the face you make when white males have commited the most terrorist acts on american soil but you paint every other group as the problem	1
6850	"""if you kill a killer, the number of killers in the world remains the same."" -batman ""lol, okay faggot."" -punisher"	1
6851	section 3: devide and rule ! in religion-based riots, crime will be trust upon hindus only. even though a hindu gets killed at the hands of the minorities, they will not be taken as guilty	1
6852	meet jon savage starring in tranny beatdown ladies and gentlemen, fasten your seatbelts	1
6853	"islam's trojan horse the the only reason truth obama obama to has told support to america america ""i will stand with themuslimes should the political winds shift in an ugly direction."" -barack hussein obama"	0
6854	mexicans road trip	1
6855	"i don't always see muslims at the public swimming pool but when i do, i always tap the ""no bombing"" sign"	1
6856	a great way of serving your country	1
6857	when you successfully shot all the muslims in the mosquee but isis doesn't claim the assault	1
6858	i try not to be bias	0
6859	i'm not racist drug dealer is black	1
6860	when the americans pull up outside of auschwitz *jew cooking time stops*	1
6861	that moment when she realizes those guarana's & tequila were'nt free	0
6862	answer the phone . no signal out here! haha	0
6863	when japan thinks you're gonna invade their mainland	0
6864	and that was the last nativity play my son was invited to take part in	1
6865	what the neighbors see what my father sees	1
6866	when the chow mein was on point	0
6867	terrorist attacks innocent people with guns leaders want innocent people to give up their guns and become even more defenseless.	1
6868	what it looks like when cancer gets aids	0
6869	this is vitiligo, the same disease that michael jackson suffered from	0
6870	muslims in 2001 defund homeland security! muslim in congress 2019	1
6871	when muslim people use km per hour instead of bomb per allah hu akbaar this is why i bomb people	1
6872	rebuilt tranny	0
6873	howdy y'all!	0
6874	keeping your dishwasher clean  will make it last longer	1
6875	does anyone know if he had a donor card? i need parts for my go-cart	1
6876	last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!	1
6877	"""we demand our city be made a sanctuary city for illegals!"" ""they are trying to send illegals to our sanctuary city!!!"""	0
6878	me after i take that first sip of mcdonald's sprite kwispy	0
6879	god will forgive you no matter what you've done sweet	1
6880	"""you wouldn't stop me if i was a polar bear."""	0
6881	"islam ""i will instill terror into the hearts of the un believers: smite ye above their necks and smite all their finger-tips off."" quran 8:12"	1
6882	nice watch you got there david thanks, my dad sold it to me before he passed	1
6883	when its your first day of wedding and you see him fucking a goat am i a joke to you?	1
6884	no nut november champion	1
6885	i'm awesome on the piano but i suck on the organ	0
6886	it might look fucked up, but her handjobs are fucking unbelievable	0
6887	how chevy owners say hi to each other	0
6888	if i can sexually harass this many women and molest this many children as vice president, just imagine how many i could do as president! but what am i telling you for? you're the first gay president, married to the first 'first tranny,' and most people don't even know it!	1
6889	i'm going to give you 30 seconds to delete this before i make the holocaust look like a fucking joke	1
6890	immigrant problem problem fixed	0
6891	symbol of stupidity	0
6892	omw to kill those israhellites	1
6893	you can tell that it's aspen tree because of the way it is	0
6894	dishwasher: *not working* me: *hits it too get it too work* everyone else at my wife's funeral:	1
6895	sorry, trump... i just prefer presidents who weren't captured by putin!	0
6896	i'm not racist i hate white liberals more than anybody	0
6897	saved up for a new macbook bought an equivalent pc and a car instead	0
6898	i love my precious they will always me mine	0
6899	i think i've found a vaccine for being a faggot it's called pancuronium bromide	1
6900	when your friend likes to talk during your favorite song	0
6901	goes as batman for halloween parents get killed	0
6902	the guy that wrote this sign wants $15.00 an hour	0
6903	the brits gave up their guns and now their gov't can jail them for not having a television license	0
6904	you're gay? that's a lifestyle choice.. ...by which i mean i hate you for being gay	1
6905	it's not a hijab it's a diaper, for peoples with shit for brains	1
6906	ahmed mohamed reminds us to set our bombs 1 hour ahead this weekend	1
6907	white people before they tell a joke about black people	1
6908	kenyan shit	0
6909	grab her by the.. nevermind	1
6910	how they see how i see	1
6911	notice how the kenyan skidmark has been silent about the mueller report?	0
6912	im white trash and im in trouble	0
6913	all these flavors and you choose to be salty	0
6914	you mean i don't have to pick it and i can eat it?!	0
6915	happy muslim family	0
6916	i said glass of juice not gas the jews	1
6917	trump better deal with these muslims before they kill me	1
6918	when each letter is cool	0
6919	all she wants to do is play all day	0
6920	show intolerance for other's religions expect highest level of tolerance for their own	1
6921	happy pride month let's go beat up lesbians	1
6922	when you forget that blind people have a heightened sense of smell why is your penis out ?	0
6923	q: what's the difference between harry potter and jewish people? a: harry potter eventually escape the chamber	1
6924	god : *creates women* humans : *creates dishwashers* god :	0
6925	i cant compare my love of bacon to anything because bacon is the standard that i compare all else to	0
6926	"kids catch you in the kitchen... ""what's in your mouth?"" and i am standing there like, nothing... """	0
6927	white people know thyself	1
6928	when the jews genocide you so hard for 50 years that your population triples	1
6929	isis you mean them goat fuckers that don't like bacon	0
6930	we're all here cause we ain't all there	0
6931	steak recipe: 1. destroy someone	0
6932	"north korean operatives infiltrating the ""storm area 51"" group: how do you do, fellow american pigs"	1
6933	i was going to make a joke about us but they always blow up in your face	0
6934	when black people say they are native american	1
6935	will someone call chuck norris and tell him to please come and get his cat?	0
6936	when you don't have a pool but it is a hot summer day	0
6937	sends 6 million to heaven knows jews are god's chosen people	0
6938	the horrors of the holocaust three u.s. soldiers look at bodies stuffed into an oven in a crematorium	0
6939	i'm down with that	0
6940	a world leader, a supermodel, a mass murderer, a tranny, satan's daughter, and a peanut farmer walk into a funeral......	1
6941	little boy gets a new hand man loses a hand	0
6942	i only wear silk panties cotton ones remind me of slavery	0
6943	when mohamed puts it inside	1
6944	she probably have asked a wrong question	0
6945	"""the squad... hasn't done squat"" in congress"	0
6946	i don't want trump's face on mount rushmore. i want it chisled onto the moon so liberals, mexicans and muslims never get a good night's sleep	1
6947	prospective without white '' ''	0
6948	admins be like this my group	0
6949	oh look. this thread again	0
6950	for the love of god skip rocks, don't smoke them	0
6951	we can kill as many as we want and your stupid government keeps bringing us in	1
6952	when you really love someone, age, distance, height weight, well it's just a damn number	0
6953	i only wear silk panties cotton ones remind me of slavery	1
6954	i put makeup for my profile photo	0
6955	if jesus rode ass why do christians hate gay people?	1
6956	when a black on lmm wants to fight, but you just tell a cop and the cop opens fire without hesitation modern problems require modern solutions	1
6957	sea monkeys	1
6958	when you're 2% of the population but 40% of all pedophiles	1
6959	when the bell goes off on the first day of school and the autistic kid thinks it's the hunger games	1
6960	victoria police introduces a new weapon to fight apex gang	0
6961	this toaster is on fire	1
6962	baby look like he pay his own child support	1
6963	we're just here to post shit we find funny please know that if that offends you, we find that shit funny also	0
6964	u want some fuk hey dear i love u show me ur pussy u are beauty	0
6965	a short history of u.s. presidents	1
6966	when you're arguing with someone and trying notto hit them	0
6967	hmmm, that new wife smell	1
6968	when you get married to the guy your parents didn't like	0
6969	master chef with low rating master chef with high rating ''	0
6970	bruce jenner's puppy	0
6971	the new democratic flag	0
6972	feisch smeil	0
6973	stepped on a landmine didn't weigh enough	1
6974	them: how would you rate this pupper? me: golden	0
6975	if you play your cards right you can skip prison	0
6976	lazy day nothing to steal	1
6977	so you're telling me... you smoke a plant that makes you hungry for fun?	0
6978	what if i told you my ancestors came here after 500,000 soldiers died to end slavery and i'm not paying one damn red cent	0
6979	i never get a straight answer for this ''	0
6980	i asked for oranges not a melon!	0
6981	whatcha thinking about? wind speed and direction, humidity, distance, drop rate	0
6982	why god created women? same reason it created men	0
6983	its ok to have both of these raised and still live in harmony	0
6984	the lgtbetc .. community maintain the highest suicide rates. proving that both god and darwin were right	1
6985	i've been ridden more times than the trump train i can run for president now	0
6986	i'm not an asshole, i'm a hemorrhoid i irritate assholes	0
6987	monkeys wipe their asses with their hands and throw their own shit but i'm the unclean one	0
6988	we said we would never forget why are you voting them into our government?	1
6989	when you ready for bed but bae won't leave you alone	0
6990	girl you're so special i'm gonna give you a gold star	1
6991	where's my water?	0
6992	now at home depot check out the new kenyan fly strip	0
6993	the same people that hate trump think this is a woman	1
6994	do you see him? i don't see him	0
6995	all complete no missing parts	0
6996	what do you do? i am a model. i do modelling on instagram what do you do? i am a soldier i kill women and minorities	1
6997	of all time the most underrated cook	0
6998	jew haters demonrat sewage an evil cancer that wants to destroy america	0
6999	see? i fuckin told you! a little foil on top keeps them juicy	1
7000	what is he hiding? we need to see his tax returns! let me stop you right there hillary you deleted 30,000 emails, used bleach bit on hard drives, then destroyed phones with hammers you have no right to talk about peopie hiding anything	0
7001	no one: steven hawking:	1
7002	how to trigger liberals in 3, 2, 1 #whiteprideworldwide	1
7003	soon i'll be nothing but a horrible memory!!!!	0
7004	"benjamin mileikowski your homeland is poland it is not in palestine! did you know that more than half of israel population is comprised of people who are of ""polish and ""russian"" descent ?"	0
7005	control the narrative still think all them shootings are done by black people. they are playing chess not checkers	0
7006	eat me!	0
7007	you are islamaphobic look at their beautiful parties	1
7008	the only kkk to ever let black men in	1
7009	when you think god is done sending fuck boys into your life another one	0
7010	the only family to make millions off of a t.v show	0
7011	im going trans hunting	1
7012	how they be lurking on your page waiting to pop-up just to disagree	0
7013	saddle up boys! it's time to play cowboys	0
7014	we are coming to america one way or another! we will rape, pillage, riot & reap havoc on your nation while stealing your welfare	1
7015	mississippi wind chime	1
7016	life hack: your dishwasher can also wash your car	1
7017	one of my 5 boyfriends slept with another girl. i'll never trust men again!	0
7018	no one could have ever predicted 9/11	0
7019	if theres even one homeless child in america we have no room for illegal aliens	1
7020	white family at the river	0
7021	keep yelling, motherfuckers allah be with you shortly	1
7022	every one is afraid of this man	0
7023	mfw the local tranny gets lynched	1
7024	when you find out there's an opening for the role of chewbacca	0
7025	"there's nothing more ridiculous than when the same republicans who gave us 33 sham hearings on benghazi say investigation trump's actual crimes ""is a waste of time."""	0
7026	just like everything else in his life he's inherited, trump inherited a strong economy from obama and took credit for it	0
7027	good to see you john. good luck in the election	0
7028	all women should be believed until one of those bitches accuses a democrat	1
7029	a good asian driver	1
7030	"muslim figure: ""we must have pork-free menus or we will leave u.s"" bacon america great again!"	1
7031	hope you had fun investigating me now it's my turn	0
7032	hear us loud and clear we will step over every homeless american to give illegal aliens everything	0
7033	kill them kill them all !!!!!	0
7034	i will find you and.. and what.. my apologies, i have dialed the wrong number	0
7035	hurry up son, you have to peddle faster!	0
7036	don't ever lie to me if you tell me the truth no matter how fucked up it is i'll respect you more	0
7037	last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!	0
7038	in my country i am forced to keep my mouth shut. here i'm free to talk trash about this country in hopes it changes into a country where i'm forced to keep my mouth shut	1
7039	the same laws that you support to silence people you disagree with can be used to silence you, dumbass	0
7040	when you dodge your mom's slap your moves are weak mom	0
7041	they bow to a black woman while blacks praise... well ...you know who	1
7042	i'm not saying you are a slut but you go out with everyone	0
7043	after sex selfies	0
7044	i'm dreaming of a white christmas	1
7045	this one time at camp we got so baked	0
7046	if you think we need protection from these people... but not these people, you're a special kind of stupid	0
7047	ernie educates bert about why the japanese deservee a third nuclear bombing	1
7048	it's peanutbutter jelly time!!!!	0
7049	isaak, grandmaster of spectre burning some flatties on a tuesday	0
7050	this is why black people can't advance: ni**ers are holding us back	1
7051	i know you are wearing extensions	0
7052	morgan freeman played god in bruce almighty	0
7053	either we fuckin, or i'm fuckin	0
7054	when the mueller report indicates there will be no further indictments	0
7055	my irony meter just exploded	0
7056	when you have a small dick and tell a jewish girl to suck it i can't	1
7057	goatfuckers	1
7058	gave my wife an orgasm ungrateful bitch spit it out	1
7059	"""how fucked up do you plan to get this weekend?"" me:"	0
7060	if britain leaves the eu how much space will be freed up? 1gb	0
7061	i don't like this post gas it	1
7062	the older i get the more i look at people like this	0
7063	perks of being my friend? you'll be the normal one	0
7064	a head diaper is required when you have shit for brains	0
7065	thats what happens when you say you wanna catch these hands	0
7066	all my guns now self identify as dirt bikes so i had to install mufflers	0
7067	"gas stay in if da door ""ay, tone. how'd da is made of wood?"""	1
7068	when cops see an unarmed black youth:	1
7069	an older gentlemen having a wonderful day	0
7070	these aren't bears! these are just two fat gay fucks! pride	1
7071	i wish more of my handcuff stories involved sex instead of police officers!	0
7072	do i need to show you im a citizen	0
7073	when your troop respects you as the alpha	0
7074	when she's says she only dates black guys	1
7075	in your country police are paid to protect poor liberals and rich liberals who want to disarm everybody	0
7076	ilhan omar linda sarsour rashida tlaib	0
7077	marokko speed dating	1
7078	best thing about wearing a hijab? you can hide your bad hair day	0
7079	ah, i think may have found the problem you appear to be a f*male	1
7080	the whiteman is the devil!	1
7081	stepped on a landmine didn't weigh enough	0
7082	"and looking for a ""safe place"" my page ain't it.. move along snowflake if you're easily offended"	0
7083	all american piece of shit	0
7084	goat porn star	0
7085	"after i say ""whatever"" all the shit you say after that is irrelevant"	0
7086	god bless america	0
7087	my ex looks so peaceful when he sleeps	0
7088	well look what time it is... time to piss off the liberals with a tweet!!!	0
7089	islam.. where little girls are mutilated and old perverted men are worshipped	1
7090	this piece of jewelry costs more than my yearly income	0
7091	9 months before i was born i went to a party with my dad and left with my mom	0
7092	egyptian 'ahly ultra' soccer fans climb over a fence at the al ahly home stadium during celebrations	0
7093	thank you! for everything! for what ?	0
7094	"what if gordon ramsay voiced a gps? ""great job, you missed the bloody exit you fu**ing disgrace"""	0
7095	jihadi magazine's miss december	1
7096	we are not a rich nation but we know better than to tolerate islam so if you have ever wanted to visit africa, keep amgola in mind	1
7097	vhen you are doing random stuff. and realise you left the oven on	1
7098	"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise."""	1
7099	i want to fuck a goat but my 9 year old wife says its unatural	0
7100	gillbet bink says your news sucks	0
7101	your order comes to $37.50 and your white privilege discount brings the total to $37.50	0
7102	my dishwasher is acting strange, can anybody help	0
7103	when cops see an armed robber	0
7104	the only woman who knows where her husband is... is a widow the rest of u can sit down... and make me another cup of tea	1
7105	loses 25,000 new jobs for her district thinks she deserves a pay raise	0
7106	you better not pout you beter not cry you better not scream i'm going in dry	0
7107	they used to whip slaves back in the day	0
7108	"this is why today in order to ""handle a strong black woman"" .... you need a leash for that bitch feminist black feminist"	1
7109	party tonight? i'm down	1
7110	go back to the country you fled somalia camel piss drinking mussy	1
7111	"average white ""women"" average muslim women"	1
7112	what dogs look like to black people what dogs look like to asians what dogs look like to white people	0
7113	"put'n the ""ham"" in mohamed"	1
7114	chuck norris? never heard of her	0
7115	bring your jihad you camel piss drinking goat humpers	1
7116	christians don't believe they evolved i agree	1
7117	i'm leading trump by a landslide in a new poll been there done that	0
7118	i slipped and fell on black ice i thought it was regular ice but when i got up my wallet was gone	1
7119	the real racists 1863 democrats: without slaves who will pick our crops? 2017 democrats: without illegals, who will pick our crops?	1
7120	i will smack the shit out of the next person who touches my head one more time	0
7121	dishwasher for sale missing parts	0
7122	buckle up sugar tits 'cause i'm about to take you to pound town in the fuck truck	0
7123	karen get your shit together	0
7124	when the vegetables are 2 for the price of 1	0
7125	what do you mean i've got a 30-day ban all i did was call him nigger	1
7126	influence elections? you mean like encouraging illegal immigrants to vote?	1
7127	jewish	1
7128	here's to all you snowflakes out there who are shocked the president did what he promised to do	0
7129	it's about how you play them its not about the cards you've been dealt	0
7130	the face that pro-lifers make when you talk about shooting immigrants	0
7131	found bigfoot married her	1
7132	ashes to ashes  dust to dust the jews just left us	1
7133	i have an idea... but it requires concentration	0
7134	run over by bacon truck on way to suicide mission ''	0
7135	liquor stores ask for photo id they're trying to keep people of color from drinking!	0
7136	been around for 50,000 years invented the stick	0
7137	should we tell them? or just let them figure it out for themselves?	0
7138	adding coolant when the farm equipment overheats	0
7139	i just met you, and this is crazy but i love bath salts, and you look tasty	0
7140	"if a phobia is a fear, how can i be ""homophobic"" or transphobic""? who fears a man in a dress?! why would i fear a man who takes it up the ass by another man? repulsed, yes definitely. fear? no way. the only fear i have is the outcome of what society will look like if these people keep breeding"	1
7141	achmed im pregnant	0
7142	i dont always post offensive memes but when i do, i do it like a champ	0
7143	i was raped in jail mom. dad's taking monopoly way too seriously incest is the best, put your daughter to the test	0
7144	her: stop it! i'm trying to put a load in the dishwasher. him: yeah... me too!	1
7145	when you're hiding from a shooter in your school and the foreign exchange student keeps on crying american students: first time ?	1
7146	will you tell the cat bullying is not okay	0
7147	meanwhile at the isis strip club	0
7148	lol this isn't the first time we've lied about gas emissions	0
7149	latinos will do anything to get into trump's america	1
7150	safe sex isis style	0
7151	fucksake, this porn hasn't downloaded properly	1
7152	don't be a horrible driver or this could be you	0
7153	trans-sports allowing medicore male athletes to finally become champions	1
7154	just ate . pooped . now time for netflix	0
7155	stop making fun of our peaceful religion i will pray for you	0
7156	just because she weighed as much as two people, that doesn't mean that you had a threesome	0
7157	allah has clearly said in quran ch. no. 45 verse 78 aayega to modi hi	0
7158	young boy picking cotton	0
7159	when you call shotgun but the cops put you in the back anyways	0
7160	friendly reminder: a hooker and con man are in the white house fucking things up	0
7161	when your uber driver arrives but you're probably safer driving drunk	1
7162	flowers for martin luther king day	1
7163	the fishing was so bad even the liars didn't catch any	0
7164	whats wrong with your skin? why is it like that?	0
7165	"""the squad?"" more like ""the gang of four!"""	0
7166	all aboard the jew jew train	0
7167	black friday sale	0
7168	you're the goat	0
7169	chelsea clinton... so ugly that when she gives head, it counts as anal	0
7170	they have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one!	0
7171	when you find a girl that accepts your holocaust fetish	1
7172	and then i said, mr. president there's no walmart's in north korea only targets	1
7173	and just like that fox news and trump stopped caring about the caravan	0
7174	whites and dogs they smell just alike	1
7175	''dont cry because it's over smile because it happened'' -dr. seuss	0
7176	never take a man who takes a lot of selfies seriously either he's gay, thirsty, arrogant, or needs attention like a female	1
7177	donald trump making his supporters laugh at a rally	0
7178	just a moroccan gentleman playing on on his guembry	0
7179	bruce jenner's dog	0
7180	be happy if your baby was born healthy they are a blessing	0
7181	i love driving	0
