text	category
an artistic rendition of jesus	0
all people in this world deserve help	0
mandatory vaccinations '' no exemptions	0
and that was the last nativity play my son was invited to take part in	0
when you start second guessing why you started the fight	0
this is my michael brown	1
im confident in my own skin	0
can you see the difference?	0
that blood you donated could be in someone's boner right now	0
corn shit lemon piss	0
so, 100 americans and 300 russians walked into a mg 42	0
dad, what is humanity? i don't know son, we are zionist	1
doesn't matter what clan we all need to stick together	0
fuck christians... fuck the bible... and fuck jesus christ	1
michelle obama was voted one of the most beautiful people of 2015! by who? the national association for the blind!	0
last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!	1
hitler posing to a recording of one of his speeches	0
broken dishwasher for sale or rent	1
immigrant problem problem fixed	1
tfw your friend says that kirk is better than picard	0
when your wife wont have sex, but your 16 year old step daughter just came home blackout drunk.	1
when you shit an anaconda and feel the last inch disconnect from your soul	0
democrat jan schakowsky defends ilhan omar: 'she comes from a different culture' where they want to kill all the jews	1
this one time at camp someone had too much gas	1
when you want your passenger to stop talking	0
dont drink with him he cant hold his liouor	0
algebra and geometry are fine, but graphing is where you draw a line	0
hey i just met you and this is crazy, but here's my number i'll gas your baby	0
it looks like it was ultimately obama who was behind the entire plot to undermine the trump presidency. muslim plant forget the russians, here is the real enemy!	0
they laughed when i said that i will drain the swamp they're not laughing now !!	0
rotissified	0
oh look, men	1
dude you've got the ugliest dog i've ever seen	0
"when you accidentally wish ""sweet dreams"" your diabetic friend"	1
"""comedian"" sarah silverman says pro-life laws ""make me want to eat an aborted fetus"" then one day for no reason at all they started putting people in camps"	1
what do you get when you cross a pedophile and a pirate arrrrrrr kelly	0
"in 2011 trump said, ""all americans are idiots"" in 2016 they proved it"	1
hurry up son, the owner is coming	0
rollin' they see me hatin' they be	0
hey muslims eat me!	1
when you're dedicated to working out everyday	0
"""look dude a second hand store !!"""	0
when did you two get married again?	0
meanwhile.. back at #nevertrump command center	0
white people just nasty!!!	1
minnesota rep. ilhan omar (d) calls to defund homeland security well she is a terrorist so.	1
that look you give when dressed to the t	0
maybe the catholic church protects pedophile preists because the last time christianity shunned a pedophile he started islam?	1
stop racism black children and white children are the same	0
how to put a refugee baby to sleep in less than one minute	0
democrats, 1961 ask not what your country can do for you; ask what you can do for your country democrats, 2018 free sh*t!	0
how black people became christians	0
sea monkeys	0
when you walk in on your goats making passionate love	0
happy president's day mr. president!	0
then they gave me a crown of thorns and whipped me it was so hot i came twice	0
the constitution applies at the border too! stop illegal searches	0
i am happy to work with animals	0
the entire world: the great war killed millions germany: you gotta pump those numbers up!	1
when you don't need a squad bc you are the squad	0
dont talk about him because hes gay shut up bitch	0
i hate cupcakes and women	1
when white people learn that fish swim in schools	1
when your baby is small enough to fit in a shoe box so you take advantage of cute baby pictures	0
meanwhile at the isis strip club	0
when you hit up a white girl to match and she pulls out a needle oh no baby what! is you doing??	1
gravity? never heard of it	0
when you find out a brown man talking to your sister	1
adorable african kid appreciating life	0
all muslims are terrori but all terrorists are muslim	1
see this? it means furfags not welcome!	1
her back must hurt	0
not sure what's in the fridge, but this dishwasher is about to get a big load	1
when the un adds another million to the holocaust death toll ''	0
you know the macarena by heart	0
"""the master race'"	0
is it offensive to ask a pregnant jewish woman if she has one in the oven	1
if you see me in public looking a hot mess, just know; my bills are paid, my children have food, & i ain't trying to impress you	0
what hitler did was not just homicide he commited genocide	0
rest in peace	0
meanwhile at the isis strip club	0
if i was uncircumcised i'd hide candy in my dick skin so when a girl about to suck me up, she has a pleasant surprise.. oh my god, skittles	0
bubbles of fun !	0
patrick kenneth x scandal lebron james	1
beep beep motherfucker	0
roses are red, violets are fuck i count to potatoe, then to firetruck	0
when schools out for the summer	0
mr. wilson you have to take your pill with water you can't crush it up and snort it off my tits	0
even i can see  duke sucks	1
questioning america's support for fascist israel ... is unacceptable	0
you're a rapist, you're a rapist, all mexicans are rapists!	1
how you feel when your a blacksmith	0
be greatful for the clothes you wear	0
flowers for martin luther king day	0
this is not the middle-east where america is hated and muslim terrorist are born in michigan	1
if trump gets elected, i'm leaving the country! like and share if you think i should leave	0
when wwe has a ppv in world war ll germany incineration chamber	1
the pimp hand strong enough for man but made for teaching	1
me and styrofoam... yup...both white trash	0
if you're not grilling at my grave site we were never really friends	0
moses was the first to know of the 10 commandments	0
removes polish with chemicals everybody loses his shit removes polish with chemicals nobody bats an eye	1
the annual gathering of the female amputees club the beach was literally crawling with pussy	1
oh sweetie it's a little late for that new york is it though?	0
show me a better date. i'll wait...	0
"epstein was found unresponsive in his jail cell a nurse then attempted ""life- -saving procedures """	0
still waiting on my uber eats	0
what's black and screams? stevie wonder answering the iron	1
isoroku yamamoto: i just attacked pearl harbor hitler: what why would you do that? isoroku yamamoto: i'm gonna be honest...i'm kind of retarded	1
i don't always listen to socialists... ...but when i do, i buy more ammo	0
bro you didn't go through extensive childhood trauma? that's pretty cringe	0
i like to keep my xanax in with my tic tac's fresh breath and a fresh attitude	0
we can kill as many as we want and your stupid government keeps bringing us in	0
whatcha thinking about? wind speed and direction, humidity, distance, drop rate	1
when you stuff your jewish chicken before you give it a good roast	1
when you insult an edgy kid	0
here's to you obama, your transgender agenda helped me fish out all the mentally ill on my friends list	1
we have enough thoughts and prayers please send bobs and vagine	0
hey, you	0
the world calls it: love god calls it: abomination	1
"what do you mean ""your chair"" i don't see you sitting in it"	0
drink responsibly? shhiiit... responsibility is why i drink	0
here's all you need to know about men and women. women are crazy, men are stupid. the main reason women are crazy is because men are stupid	1
help refugees	0
this isn't even my final form	1
rebuilt tranny blew a tranny automatic tranny	1
i'm not inturupting anything personal, am i? yeah niles, we just eloped i'm your new mom. well, i'll be a son of a bitch	0
now there's a guy	0
im white trash and im in trouble	1
"""those that attack one muslim, are attacking all muslims"" those that attack one american, are attacking all americans!!"	0
oh god!... when will this white fuckers understand this is not their country	1
blackpeoplemeet.com	0
the first president they can't control ....and they don't like it!	0
stop asking! we don't have to tell you where the money went collected $13 billion for haiti built 6 houses laws are for little people	0
what in the cornbread hell	0
"when you're fuhrking her from the back and she says ""i'll pay the gas bill daddy."""	0
you're in the wrong neighborhood motherfucker	0
when you have a small dick and tell a jewish girl to suck it. i can't	1
what if i told you blacks should not vote	1
tell me this... did we ever see obama's school records, his tax returns, his social security records, or his selective service records?	0
im ready to have some fun	0
when you catch your goat running from the farm ya done fucked up	0
commander! our transgender battalion needs reinforcements!	1
i came out of your what!?	0
my gynocologist says i can't have sex for 2 weeks what did your dentist say ?	0
black people then black people now	1
deep the stupid runs swallow your mother should have	0
everyone else's butt vs my butt	0
so you follow politics and think only the other party tells lies	0
monkey blood	0
hot wax really whack	0
i suppose a sandwich is out of the question?	1
anne frank smiling	0
helping a child in need	0
my fragile heart at my sex drive - stay back, slut	0
for someone somewhere in america today will be the last day they have ten fingers	0
you sick... freak!!!	0
got a new slow cooker today	1
this is what vitiligo looks like in african males	0
muslims zombies both carry a virulent disease that transforms the host into a mindless, irrational, and above all violent creature	1
what's the deal with the palestinian people? there's no palestine and they aren't people!	1
everyone jews why does the world hate us ?	1
manditory vaccinations with no exemptions i do nazi the problem....	0
education $1000 a child's smile priceless	0
me and the boys after killing innocent people in a bomb blast	0
when your dishwasher is broken so you take it back to walmart to get a new one	0
why is kinder egg black outside and white inside? because if it was black inside, the black would steal the toy	1
to see better, asians sometimes switch to fullscreen view	1
after 3 million years of evolution we still love to relax	0
"likes to play games with friends favorite game is called ""child soldiers"""	0
lock her up and throw away the key	0
who said i couldn't do it ?	0
"""a group of fish is called a school."" americans:"	1
how women win an argument	1
jesus is love, and he welcomes all homosexuals into heav.. don't be decieved! homosexuals will not inherit the kingdom of god!	1
excited little girl enjoying her new wheelchair	0
this sunday.. don't forget to set your clock forward one hour	0
never again	0
when the weed man throw in a little extra	0
islam without all the liberal propaganda	1
when you find out there's an opening for the role of chewbacca	1
god : *creates women* humans : *creates dishwashers* god :	1
father holding his newborn daughter	0
a dictator.. emphasis on the dic*	0
i don't understand i thought we killed everyone that had dirt on us	0
hey canada....!!! your getting a wall too you fucking snow mexicans	1
hillary clinton caught telling the truth! april fools!	0
why is the first one not judged but the second one offends? nuns don't randomly explode	1
in my country i am forced to keep my mouth shut. here i'm free to talk trash about this country in hopes it changes into a country where i'm forced to keep my mouth shut	0
i am a gamer not because i don't have a life but because i hate women and minorities	1
#usher and i have something in common we both got burned	0
what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!	1
farmville 1943 deluxe	1
having dinner after a long working day	0
when someone starts acting all friendly, but you already know what they really are	0
racism is realizing that these are not the same species	1
never related to something so much. pro ductivity crastinate	0
transgender nibbas waiting for the signal light to turn red so they can start begging	1
let me remind you i brutally beat my girlfriends there is plenty of evidence including a police report. i'm still #2 at the dnc and my party is silent about the matter	0
when you tease your husband in public	0
the number 1 cause of islamophobia is the behaviour of muslims	1
chocolate melts at 86*f	1
this is how y'all look defending trump don't touch my garbage	0
i see! '' ''	0
this is what it's like to be gay in iran	0
you get nothing, you loose! good day sir!!!!	0
we haven't t seen any new jesus appearances on pancakes in a while i hope he's okay	0
damn video games	0
what pelosi is saying in a nutshell if you don't allow unvetted immigrants to illegally enter the country we'll take away your guns	0
bitches are like stitches pick on them and they open up	1
goat yoga is becoming very popular	0
when you haven't stolen anything in a week	0
this is how lesbians have sex	1
islam is the religion of peace! if you don't agree i kill you!	1
hmmm, wonder if i can get a couple of them muslim sex slaves!?!?!	1
not all black people are criminals	0
i had a little broblem at school today, but i solved it. -oh, and here's your gun back	0
here will soon be a painting of a beautiful quran	0
when u forget to lock ur basement door and ur pets try to run away	0
why do muslim woman wear a mask it's easier to hide their fur	1
what does a baby from auschwitz look like	0
fuck islam b===d~ shit on mohammed and koran	1
whydo keep these liberals fight to and fight to kill these	0
welcome home sodomite time for eternal suffering	1
just found out about racism i like it	0
your black neighbor after you called the cops	0
when you see your goat with another man	1
oh, you're tired of my anti-trump posts? why don't you pray for me to stop?	0
i wish i was your baby.. so i could spend 9 months inside you	0
when the squad is about to get lit.	1
jewber: uber for jews	0
laughs in 52% of us crime rate	1
"""look at the plane, it's your uncle samir *was"""	1
it's sad obama you had the chance of a lifetime to build a bridge, so we could all walk across it together instead you did everything you could in your power to divide us and make us hate one another, yeah, you built that!	0
always love your mother even if she's batshit crazy	0
if jesus rode ass why do christians hate gay people?	1
when liberals defend islam they defend beating women, killing homosexuals, rape,pedophilia, murdering babies, and beheading christians!	1
maury show for on my way to the the 8th time	1
why does a bride wear white? to match the dishwasher, stove and fridge	1
just because someone is here illegally doesn't mean they broke any of our laws	0
when each letter is a mental disorder	1
how i see kim burell everytime she grabs a mic!	1
modern japanese '' ''	0
together, my brothers, the islamic state will rise	1
sometime you gotta feed people some bullshit just to see who they run back and tell	0
"i put the ""ape"" in rape"	0
what women think they'll do when the economy collapses vs what they'll actually do	1
when you meet that gender studies student again my genders have doubled since the last time we met	0
automatic tranny rebuilt tranny blew a tranny	0
do you have any idea how black you were going?	1
this is what happens when you don't spank your kids..	0
i don't always trust democrats... but when i do, i trust them to steal my money, spy on me, cause the cost of living to go up and sell out my country	0
i'm trying to decide if i should start some shit today or not	0
i'm so patriotic i piss red, white, and blue. the doctor told me it might be pancreatic cancer. i told him to shut his commie mouth	0
why do black people smell bad? so blind people can hate them too	1
do the goyim hate me because i am a subversive parasite with double standards? no, its because they are anti semits	1
we have to exterminate all gays	1
just waterin' the dirt	0
transgenderism used to be the subject of psychological horror films now it's the new normal and if you don't agree with the psychos... you're not normal	1
every chocolate girl needs some beating	1
why do asians have eyes like this? isn't it hard to see?	1
we talked about it i agreed dinner would be ready on time in the future	0
"only in america could these people consider themselves the ""master race"""	0
a muslim walks into a gay bar. bartender: what will it be? muslim: free shots for everyone!	1
damn, that's hot!	0
voting for hillary is like letting casey anthony watch your kids because she's not guilty	0
public lynchings took place in the u.s. less than a century ago	0
it's messed up you can accidentally make a baby but you can't accidentally make a pizza	0
racing for pink slips in africa	0
look your dad fucked goats.. i capped him...sorry..	0
dat ass ahmarbkrich*d	0
four years for your bachelor's? i've worked 60 for my masters	0
when you have to take another picture for mom	0
america has stolen the jews the jews of god. his jewelry. the negroes they are the true hebrews. google it	1
i'm going to hate the way i sound i guarantee it	0
oh, i pissed you off? well suck it up buttercup i'm an asshole, it's what we do	0
cammed corvette starts up mustang pisses itslef	0
"when you pull up and yell ""kobe"" and the shot actually goes in a part of him lives within me, doesn't it"	0
what i say about the gunman every time there's a mass shooting	0
this sunday... don't forget to set your bomb forward one hour	0
for the love of god change that diaper on your head, the crap is leaking out	1
stop crying that was only one finger	1
survives ebola thankful to see another day	0
the weekend be like	0
i agree hi 5 bro	0
dad, dishwasher is loaded again '' ''	1
i tried to play uno with my mexican friends but they kept stealing all of the green cards	1
saddle up motherfuckers it's time to play cowboys & muslims	1
what would i do if she was pregnant	0
why u add me troii no trolls allowed !!! you the feds?	0
send him to... meowschwitz	0
dont mind me just watering my muslims	0
humans run the world don't sleep on us	0
andy, she's a nut!!!	0
when you found your wife is cheating on you ya allah	1
you either die an idiot who can't spell or you live long enough to see yourself become a grammar nazi	0
and just like that democrats hate mueller more than trump	0
its white it's a house what difference at this point does it make?	0
men are such pigs, i hate them all why can't i ever get a date, i'm so lonely	1
i just chased 25 000 high paying jobs out of new york imagine what i'll do for the rest of the country	0
i am the biggest piece of shit in london!	0
when you get pulled over and you know your license suspended	0
jerry nadler's back on tinder	0
how a black woman can fight crime	0
sweet jesus we're delicious	0
i never get a straight answer for this ''	0
the enemy within ilhan omar linda sarsour rashida tlaib ocasio-cortez	0
from here i will see muslims fuck up europe, attack innocent people & europeans waking up	1
charlie sheen after his tigers blood kicks in	0
when you've finished with your life of crime	0
who would win? ching-chongs one eggy boi	1
meanwhile at the isis strip club	0
enough with the nazi jokes, they're making me fuherious	0
i love pancakes	0
do you have any idea how black you were going	1
quick... they're escaping from the cake!	0
i don't always see muslims at the public swimming pool but when i do, i always tap this sign	1
sea monkeys	0
boys are the devil	1
every time your girlfriend enters the bathroom you take 4 shots	0
when you walk in your room and your uncle is naked on your bed. this is where the fun begins	0
chinese people be like happy thanksgiving	1
why yes i'm part indian i'm from the smackahoe tribe	0
when you catch your goat with another man	0
jussie smollet taken at gunpoint in maga country	0
i like to hit on women with black kids because i can guarantee they're single	1
puts on sunblock doesn't protect from harmful rays	0
welcome to the future	0
oh lord jesus happy birthday	0
that shit's gayer than sticking your dick in an exhaust pipe	1
i wish i was there and had my gun to help them	0
marriage is simple your wife does whatever she wants and you do whatever she wants	0
this is my neighborhood after the mexicans moved in. welcome to the future of america	1
i know you like her son, but you can't just pull a girls hair... until she's 30 or so. they actually come around on this one	0
when you ask your dad who is a retired drill sargent to build you a ginger bread house	1
dark humor is like food not everybody gets it	0
companies when pride month ends	0
the deep-state is about tobe barr-becued	0
why aren't the needs of children everywhere being met?	0
never forgive a people !!! who $old your babies then made you love theirs	1
when your asked about the feature film and you get this look. all right, then. keep your secrets	0
"""we demand our city be made a sanctuary city for illegals!"" ""they are trying to send illegals to our sanctuary city!!!"	0
perfect girls don't exi-	1
dad: we need to tell you something.. your mother and i are siblings alabama kids:	1
israel israel is mak ko hijau mother of terrorism	1
what did you hear on the wiretap, barry? he said he really is going to make america great again	0
cheers to all the people who can change their minds when presented with information that contradicts their beliefs	0
hey kids for a good time dial #666-hot dawg	0
my friends and i dont shoot eachother in the streets like most people do we do it in schools, because we have class	1
nein shits given	0
mexico first america last	0
we destroy the world and kill a lot of people. know the history and learn from it	0
you see this pig? it's called muhammad	0
i went to walmart and picked up brand new shoes	0
talking to your ex be like why you always lying	0
holocaust jokes arent funny, anne frankly, i'm getting tired of them	0
i'm making fuck off pie today 1 can of nobody cares, a dash of kiss my ass, add some fuck you's, stir, then shove it up your ass. now fuck off!	0
last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!	1
look dad im doing it you did it tyrone! you stole your first bike	0
how i feel when i pick germany in a world war 2 game	0
and just like that liberals didn't want illegal immigrants in their sanctuary cities	0
no islam in europe go home	1
it hurts the poor muslim's feelings? well, whoopty doo... this aint arabia meathead	1
rare photo of two us soldiers held up in japanese war camp	0
when you save it because you thought it was just burnt up	0
pedal faster patrick, the owners are coming	0
whats the difference between ray rice, kareem hunt, tyreek hill and the man pictured here: he played 14 game seasons	0
looking forward to a night out	0
no i dont want to kiss you i don't know why my girlfriend is mad	0
no border walls and no voter i.d. laws... ...figure it out yet??	0
don't judge me for what i wear omg i was thinking the same thing	0
smh kids these days rely too much on technology	0
"newly elected muslim u.s. rep. rashida tlaib ""because we're gonna go in there and we're gonna impeach the mother***er. '"""	0
friends tired of your politics? here is a picture of a kitten you can share	0
sometimes, i crunch up my jizz when it dries and i bring the white powder to parties and watch people snort my cock sand i do this all the time	0
this is a snakes mouth it looks like a vagina	0
islam: how many more are we going to have to murder... ...before the world realizes that we are the religion of peace?	1
michelle is very jealous she didn't get a yummy hog dog to eat	0
some people did something again.	0
here's a painting of a handbook for terrorists	1
what's worse than ants in your pants? uncles	0
maximum concentration	1
human rights and democracy english style australia 1904	1
53% of white women voted for trump 53% of white women should look like this	1
america 1962: we're going to the moon! america 2017: building a wall is impossible!	0
enough is enough children are more important than freaks	0
this is the world if transgenderism and homosexuality never exsisted	1
israel we teach, terrorism,sir!	1
sometimes i feel ugly but then i think of my sister and get over it	0
morgan freeman has been old my entire life. 2000 2017	0
so like, why are men even gay? girls have buttholes too you know..	1
the face i make when they still believe in the holocaust being real and have no idea ww2 was started by the zionist jews to bring back germany under jewish control	1
what is the difference between a hockey player and a feminist? a hockey player will shower after three periods	1
i win again! parkinson's center	0
you can kill muslims but you can't kill islam	1
not all feminist are this extreme	0
i told them to get chick fil a . but it was sunday	0
"waters on trump: ""impeachment first, prison next!"" do you think the president colluded with russia?"	0
when you have to stand very still bc there's an active shooter	0
if they don't like it here they can leave!	0
whats worse than raping a def girl? breaking her fingers after so she can't tell anyone	1
ain't no allah back girl	0
looking at you your condition is improving	0
let me show momma what i found	0
fought in iraq war died at 34 started iraq war on lies made $40 billion profit	0
not on my watch	0
when your dishwasher is broken so you take it back to walmart to get a new one	1
yeah bitches 6,000,000 kill streak	1
what would i do if she got pregnant	0
holy shit look at the gas bill	1
skinny guys are outdated get yourself a fat fucking retard	1
what if i told you common core was purposely designed to be confusing and frustrating so parents will look ignorant and children will get confused and feel stupid because uneducated kids who've been programmed to depend on the state for answers make much better conformist debt slaves in the future	0
"makes offensive heidi crowter meme looks ""down"" in shame"	1
i had a dream but james earl ray had a remington	1
how long can he run? till the chain tightens	1
you used so much oil bp is already claiming they weren't involved	0
for the love of god help me change the diaper on my baby the crap is leaking out	0
"the face they make when you've left the ""plantation"" and you no longer think like them"	1
two jewish women saved by solviets from aushwitz concentration camp (circa 1945, colorized)	0
when you have no stress weighing you down	0
how can i accept trans people? if they can't even accept themselves	1
muslims in 2001 muslim in congress 2019	1
no image	0
predatory behaviour james charles bye sister	0
i hang a sock on my doorknob so my roommate knows not to come in because i'm busy fucking the other sock	0
when you get a cute new haircut just before pitcure day	0
america be like never forget get over it	0
my husband is always pushing me around.... and talking behind my back	0
i got 99 problems and optimisim	0
a moment before threesome:-	0
the bigger the head, the smarter you are	1
if y'all only knew it be the baddest one on that shit cocaine users weed users	0
orange is the new black	0
farm equipment and livestock don't mix	1
kylie's pregnant i'm gonna be a tranpa !	1
wait, mohammad come back!! i didn't mean to laugh,really size doesh't matter to me lol	1
"""las cosas mas gratis"" (the most free stuff) in case you missed the debate.... free stuff! more free stuff! even more free stuff!"	0
when a white person sees a black person being arrested our people are safe	1
come and take it	0
most people are just mediocre minded cowardly conformists because its comfortable & simple i'm not one of those people	0
when you find someone with the same taste in memes	0
i don't see whats wrong with him other than he stole that wheelchair	1
nein shawty its ya bday anne frankly i hope you celebrate it with bae	1
the ku klux klan killed 3446 blacks in a span of 86 years since 2016 blacks killed 1891 other blacks in chicago alone	1
i came to fingerpaint and fuck and im all out of poop	1
how men who ride crotch rockets check on their pizzas	0
rich theft '' ''	0
i love anal, but my sister hates it	1
this is my watermelon. there are many like it but this one is mine	0
what happened to my damn balls!!	0
whoever photoshopped this is a huge jerk	0
trade you an already fucked chicken	1
oh boy can't wait to clean myself up in the 90065 showers that the guards are taking us to!	1
left the kitchen too many times	0
selfie time	0
look, mom! it's a faggot!	1
why isn't my drain working? probably cause the pipes black	1
iran is going to attack us even if we have to do it ourselves	0
when your friends no matter how different you grew up	0
let's play the game of flags	0
if he were a starving child i'm sure he would have a different sense of humor	0
last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!	0
migrants in paris migrnts in sweden liberals in america	0
quick, which one is a bb gun? oops, too late . . . you're dead	0
on my way home had a hard week	0
apparently the british public can't put their finger on the problem	0
"""yo bro ask the c.o. why he ain't pop my door"""	0
they call me a goat because i am the greatest of all time	0
ethnic jesus	0
much butthurt, i sense in you	0
i might not be good at sucking cock but i can put beavers outta work	1
"me. saving refugees ""nice try"""	0
where's my water?	0
1 in 10 people live next to a pedophile not me, i live next to three gorgeous 13 year olds	0
how much did the holo cost	1
nancy pelosi doing her impression of the dying democrat party	0
black girl with green contacts? bitch, stop it. you look like an xbox	1
oh my god... i'm never drinking again	0
we said we would never forget why are you voting then into our government?	1
hey guys wanna buy some magic?	0
that's enough facebook for today  this sammich isn't going to make itself!	1
years after this event we have strong women of color in congress and it can only get better	0
girl out here looking like a gallon of arizona iced tea	1
the guy above me fingers his cat	0
"""ay,tone. so da franks was transferred to multiple camps. shouldn't they have whacked her da first time? doesn't seem very efficient."""	1
when you turn on the light and realize you have been fisting the wrong hole	0
hanging your panty's out to dry in the sun because the dryer can't dry this out !	0
when you die for getting 72 hoors when you realise all are goats	1
when the black kids start fighting at school	1
but wait there's more	1
save the environment kids fuck that gay shit	1
when you catch your goat with another man	0
muslims claim noah was a muslim and noah brought pigs on the boat? happy sinday	1
world history in one sentence. these white men are dangerous	1
who were the fastest readers in the world? the 9/11 victims cause they went through 87 stories in 10 seconds	1
when i grow up.. lol nevermind	1
mission: get out of bed status: close enough	0
joke time! 3 muslims walk into a bar.	0
when you shoot up the school and somebody else gets blamed for it we stand here amid my achievement, not yours!	1
"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals"	0
how to get a black guy to see his baby	1
how christians act in a religious discussion	0
well, it was tough getting this community up to standards but were alwhite now shadowy place over there? but what's that dont talk black to me you little n ewborn african	1
when the squad is about to get lit.	1
companies when pride month ends:	1
roses are red, grass is green pls show bobs and vagene	0
sandwiches we can do it !	1
mess with me and you mess with the whole trailer park	0
we are in a civil cold war with the bill of rights on the line! so wake up!	0
teach your kids to drag race and they'll never be able to afford drugs	0
how mexicans be like... when they hear their friends kid is having a birthday party	0
adding coolant when the farm equipment overheats	1
i hate buffalos they ruin my land	0
meanwhile at the isis strip club	0
this makes me puke i want justice for all of them	0
what the people deserve: the right to love who they want the right to equal pay and respect the right to become a citicen and work hard like the rest	0
made rice krispies way before kellogs	1
hi hacker bro we are muslim brotherhood	0
all this rich history and people still don't understand that sikhs and muslims are different people	0
jewish privilege running all the banks and fleecing us with their usury white privilege getting blamed for the world's problems by jewish supremacists	1
will you tell the cat bullying is not okay?	0
greetings tranny time to die	1
i beat children	0
imagine a group of people filled with so much hatred they have to make laws making it illegal to hate them	1
cannibalism	0
how cops subdue whites blacks see the night and day responses	1
the holocaust is a sad moment in history	0
his legacy , destroyer of the greatest nation on earth his weapons of mass destruction seated now in congress, socialism and sharia law a deadly combination to any society,,	0
this is nahir born in germany. nahir is german. this is fluffy born in america. fluffy is american	0
class! class! listen! daylight savings ends today you must move your clock forward one hour	0
slave salesman:*slams hand on head* this baby can pick so much fucking cotton, only comes in one color tho	1
"when cops see an unarmed black youth: ""i want every gun we have to fire on that man."""	1
black guys when her ass is fat asian guys when her titties are big white guys when she's your step sister	1
i'm taking my clock to school	0
if he's marrying me then why's he fucking a goat	1
are u a wizard?	0
stirring the pot good job!!!	0
when your teacher has a monotone voice	0
whites and dogs they smell just alike	1
you don't have a cat? this is your lucky day! i'm moving in!	0
the cast of the view heading out to protest trump	0
want to rape, steal & murder with no moral repercussions? then islam is definitely the religion for you	1
what do a bicycle and a nigger have in common? neither works without chains	1
whats wrong with your skin? why is it like that? oh you're black? thats pretty cringe	1
grab her by the.. nevermind	0
when your mom tells you to clean up your room but you just cleaned it	0
nationalism is beauty feminism isn't	1
why can't we spend money on education instead of drugs	0
dodge owners be like don't take a picture	0
i guess it's all ok to demand that president trump release his taxes i received $16 billion in 2018 to fix my rat infested shithole district in west baltimore and i never did it.. asking me where the money disappeared to, makes you all a bunch of racists!!!! but i guess it's not ok to ask this guy what he did with baltimore's money	0
beats by dre beats by tyrone	0
feeling pretty cute might blow something up later....idk yet	1
islam is the religion of peace! don't believe me? then i will blow you up	1
over heard my daughter telling her friend she was curious what it would be like to date a black guy so ... i showed her!	0
asked for romantic sex sticks a lit candle up my ass	0
i want to be inside your lady garden gnomesaying?	0
see? i fuckin told you a little foil on top keeps them juicy medium rare is best	1
ok perhaps nigger	1
refuses to do it doggy style because she doesn't want to have puppies	0
ultimate terrorist lure position decoy and wait	1
when you forget the bomb codes	0
i will kill this white man ooo wwe fans	1
10-year-old me: *is in gifted class* *reads at a high school level* *is pretty good at math* *has a bright future* depression: i'm about to end this man's whole career	0
black no felony cereal no milk.. keep it going	1
when your 8 year old wife isn't home but your goat is improvise. adapt. overcome	0
got a new slow cooker	0
you'd be angry too if you just found out your goat was cheating on you	1
when karen helps u camouflage the crackhouse	1
talks about good morals day and night gets a boner from looking at a goat's ass	1
nice tes content nigger	1
when all your peaceful solutions fails you kno what old problems require old solutions	0
when your goat tells you she ain't on the pill	0
sea monkeys	0
you can say a lot of bad things about pedophiles but at least they drive slowly past schools	0
how long can i run? as long as i'm selling records	0
we've been at peace with japan since 1945 time to make peace with islam	0
we had a minor gas leak	1
every man needs a decent coffee maker	1
knock, knock. who's there not this bitch ( obviously )	0
the porn again christian	0
you can be any gender you want	0
when the school shooter accidently shoots the autistic kid but doesn't know that the tard strength makes him impervious to bullets	1
sorry white guys but i only date black guys	1
"when somebody ask's a jew why they are jewish.. ""i think of myself as above the average person """	1
yes sir, i voted for donald trump	0
women are like monkeys they don't let go of one branch until they have a firm grip on the next	1
white people be like : inside outside	0
felt cute.. might delete later!	0
women deserve equal rights	1
same	0
looking at you sorry no cure	0
if you make a camp to help kids with adhd is it a conentration camp?	0
did you know your dishwasher is also capable of washing your motorcycle?	1
flights now offered directly to your office	0
when fat white girls sit on the toilet	1
loving parents	0
you hated george w. bush for his illegal wars and assault on civil liberties but you love obama?	0
monday at skul after watching sarafina	0
trayvon martin update ever since he turned white, he stopped being a criminal	1
year in review: 2017 black sellout of the year goes to...... clarke whitlock ray ray trump pastor sheriff	0
what do you mean being funny isn't just saying hoes mad?	0
the best part about a prostitute dying on you is you get the second hour free	0
this is really out of mein kampfert zone	0
note to self. if she is a squirter wait till it warms up outside	0
"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***"	1
they say there's safety in numbers tell that to 6 million jews	1
show me your bare naked ankles you dirty whore	0
does anyone know where i can get a rag? there's 49 of them on the floor in a mosque	1
when all the younglings are cornered in a room this is when the fun begins	0
a young girl holding a gun	0
when buslim nibba see his sister	1
when you haven't stolen anything in a week	1
shutting the fuck up is vegan and gluten free you should add that to your diet	0
this was the text i sent my sister fwd this to 10 ppl or u will die in a car crash before she died in a car crash	0
the enemy within ilhan omar linda sarsour ocasio-cortez rashida tlaib the enemy has infiltrated congress	0
guys out there can spot fake jordans, but can't spot a tranny this newport tho	1
fact: ethiopian food is so rare that locals dont even eat it ethiopian food	1
for no reason here's an image of bacon and cats	0
