	Unnamed: 0	text	label
8893	393	celebrating the presidential election	0
3871	3871	muhammed... get the roof	0
6367	6367	when you're a hard hitter	0
3872	3872	after sex selfies usa croatia germany	1
3638	3638	we can kill as many as we want and your stupid government keeps bringing us in	1
6334	6334	if security is this important at our airports... ...shouldn't it be this important at our borders too?	0
6408	6408	when your dishwasher is broken so you take it back to walmart to get a new one	1
3257	3257	"""harder, harder"" ""that's a good boy"""	0
3712	3712	rohingya women protest on the rohingya crisis anniversary	0
7151	7151	fucksake, this porn hasn't downloaded properly	1
7323	7323	terrorist: islam me: what do you do? terrorist: slam slam my car car into people me:	1
5022	5022	when you got a warrant out for your arrest	0
3533	3533	dumb and happy	0
4518	4518	jolo jew only live once	0
5200	5200	donaldtrump_2020 breaking: rep. ilhan 0mar broke federal tax law she filed her taxes jointly with a man to whom she was not legally married	0
7811	7811	hey, you	0
9025	525	when your friend asks if you want to get stoned what you thought they meant	0
8080	8080	israel we teach, terrorism,sir!	1
8445	8445	white men are the biggest terror threat except for my white boyfriend	1
2622	2622	when catnip got mixed with the turkey	0
5021	5021	gets kicked out of every country they been to blames you	0
8798	298	playing with the monkeys in thailand	0
6357	6357	this offends me ban them do you agree?	1
5886	5886	sea monkeys	1
5930	5930	if your grandma's couch was always covered in plastic it's because she was a squirter	0
7472	7472	white people after they put the divider in between your groceries	0
8560	60	when you decide to go full gas	1
7413	7413	the white house is a dump because trump filled it with trash	0
7989	7989	and just like that democrats hate mueller more than trump	0
3450	3450	i don' t always wag my tail, but when i do i try to hit everything i can with it	0
8873	373	in the muslim world all gay men are well hung	0
3226	3226	how dare you criticize me, a woman of color	0
7831	7831	what if i told you blacks should not vote	1
8997	497	look at this sandwich maker club i found on wish on clearance	0
4687	4687	as for the open liquor, i live in my car. my car is my home. i'm sure you have liquor in your home. cops pull you over in your house, how is that open liquor?	0
3194	3194	when halloween has been a month ago, but your son continues to dress as a woman	1
2331	2331	celebrating the ebt card. oh snap	1
6087	6087	not my president literally	0
9112	612	may the past teach us to never let this happen again	0
1939	1939	post your most offensive memes winner gets a 30 day vacation who dares win?	0
551	551	i just started a company selling landmines that look like prayer mats prophets are going through the roof	0
5597	5597	muslim seeking equal education	0
5943	5943	non-members members-only gate let me in. autistic reaction let me iiiiiin	1
4288	4288	man dresses up to celebrate the chinese new year of the pig	0
1036	1036	you know what really grinds my gears? niggers	1
6690	6690	don't shoot, i'm from the group why dont you post and comment? i'm shy, but i like stuff	0
4445	4445	feeling cute might eat hay later, idk	0
8599	99	if he wears number one he's most likely the fastes on the team	0
8995	495	i'm gonna be like phelps one day	0
8237	8237	grab her by the.. nevermind	0
3422	3422	hitler at auschwitz be like: so we're just going to leave them for another minute or two until they get nice and smokey	1
6892	6892	omw to kill those israhellites	1
347	347	when your goat hits your g-spot	0
1868	1868	an all female muslim rock band	0
2917	2917	rev al sharpton that kid was 17 black and unarmed	0
3655	3655	next time you complain about being hungry just remember it could be worse	0
2794	2794	people gather for eid al-fitr praying	0
784	784	bruce jenner's cat	1
846	846	each oven could only burn less than 6000 bodies per year, or the metal would fracture tone	0
4169	4169	over 50 south africans lost their lives after police opened fire during a protest	0
4629	4629	say cheese! photobomb	0
4792	4792	master chef with low rating master chef with high rating	1
1581	1581	"likes to play games with friends favorite game is called ""child soldiers"""	1
8497	8497	gays on social media: equality! body positivity! love love love! gays in real life: there is no place for her in our social circle	1
2195	2195	when you want to enter islam when you want to leave islam	0
7393	7393	san francisco bans plastic straws, but will still provide plastic needles for its junkies	0
3586	3586	thirsty much ?	0
5188	5188	"""quick, you need to get me to russ..."" hey, donny ""wtf!"	0
3773	3773	mark zuckerberg's wife, priscilla chan is a man	0
4343	4343	this country was made by real men not cowardly ass muslim bitches	1
6119	6119	how the ancestors look at you when you stupid	0
8728	228	someone else used kids to push an agenda	0
4208	4208	number 1 side effect of steroids acting like a douchebag	0
7032	7032	hear us loud and clear we will step over every homeless american to give illegal aliens everything	0
3190	3190	north american pavement ape	0
1858	1858	money money money!!!	1
7398	7398	visit germany before germany visits you	1
7337	7337	this is how a snake's mouth looks from the inside, i think everything is clear now	1
64	64	my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean	0
6748	6748	a phobia is a fear of something i do not fear fear gay people so why is it called homophobia? gay people fear me	1
8732	232	upper downer	1
7374	7374	the left can't meme because the left is a meme	0
3960	3960	kids today vs when i was a kid	0
6542	6542	you mean she wasn't german?	0
7410	7410	chevy guys be like we just got done muddin' ford guys be like we just got done muddin	1
2245	2245	where did you learn to do it so good? me when i was 2	0
8147	8147	selfie time	0
5195	5195	she put on the purple lipstick and she became the bomb	0
7210	7210	when white people learn that fish swim in schools	0
6927	6927	white people know thyself	1
4395	4395	"""you wouldn't stop me if i was a polar bear."""	0
795	795	morgan freeman morgan not-so-freeman	0
3380	3380	hen your unvaccinated chi rvives 18 years but cides to kill himself you were the chosen one	0
3179	3179	when you punch the muslim kid so hard that he starts having seizures and fucking dies the bomb has been defused	1
7515	7515	holocaust makes me sad!	0
7397	7397	life handed me lemons and i fucked them.. now my pee hole burns	0
3312	3312	sure timmy i'll hold your mayo	0
821	821	when you finally headshot 150 black people	1
2536	2536	cow girls like to take their summer photos in hay fields	0
4105	4105	when you're caught staring at a goat and your wife gives you that face	0
6483	6483	muslims in 2001 muslim in congress 2019 defund homeland security!	0
422	422	as muslims, our quran orders us to immigrate to other countries, replace their governments with sharia law, orders the murder of christians, jews and all gay people, while embracing slavery and pedophilia. thanks democrats for making it so easy for us!	1
1017	1017	dad, does wanking give you big muscles i don't know son, but don't stop now, i'm about to cum	0
568	568	fuck the enemy so hard their eyebrows bleed	0
8796	296	mr obama it is an honor	0
3878	3878	you snooze... you lose!	0
3600	3600	you thought hillary was in the clear? oh cupcake, have i got a surprise for you!	0
3751	3751	obama voters	1
5299	5299	you mean i don't have to pick it and i can eat it?!	1
8441	8441	you can't spell rape without ape	1
1506	1506	sooo gorillas really are humans	1
4816	4816	only man to award a terrorist 10.5 million dollars for killing an american oldier....fucking scum bag!	0
4335	4335	congratulations it's a boy	0
7981	7981	what would i do if she was pregnant	0
2200	2200	who's a birthday girl? you're a birthday girl	0
5151	5151	this is result or war	0
8808	308	thanksgiving in china	1
2445	2445	smashed potatoes	0
8857	357	and just like that... this sandwich maker doubles as an ironing board	1
7298	7298	when your girlfriend tells you a dry ass joke but you want to get some at the end of the night	0
7135	7135	liquor stores ask for photo id they're trying to keep people of color from drinking!	0
3430	3430	breakyourownnews.com live breaking news coca cola 2 released 21:33 ustad anwar rilis released	0
2954	2954	a fast sandwich maker	0
4655	4655	go back to sleep your government is in control	0
8899	399	and just like that... this sandwich maker doubles as an ironing board	0
1217	1217	ay man, how ya been?	0
5267	5267	a ww2 jewish prisoner trying to escape the auchschwitz showers (1943, colorized) wwii jew escaping hitler's rath	0
550	550	good skeleton	0
7558	7558	when you're doing introductions on the first day of class and your teacher makes you say 3 things about yourself an arm like a damn rocket, a cock like a burmese python and the mind of a fucking scientist	0
62	62	when you just finished shooting a bunch of black kids but accidently killed a squirrel	1
4284	4284	hello, maria? yes your uber has arrived	1
996	996	this would be racist if black people could read	1
8960	460	the crimes against humanity should not be swiftly forgotten	0
3979	3979	lifetime presents: surviving life	0
646	646	last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen	0
7593	7593	sandwich law: no sandwich is complete without bacon	0
3590	3590	if black people aren't lazy then why doesn't kfc have a breakfast menu	1
7775	7775	bubbles of fun !	0
95	95	when you see the gas bill	0
8847	347	a picture of my great great great grand grandfather's tractors they don't make them like they used to	0
1046	1046	when the squad's in town and yall ready to go to the hoe down	0
5115	5115	"hitler be like ""you sure i killed 6 million? they aint up here"	1
5159	5159	five finger meth punch	1
3081	3081	it's national hebrew day! let's make some challah!	0
1417	1417	jolo jew only live once	1
5269	5269	mental illness ... can lead to anxiety, depression, and in some cases self-mutilation and/or suicide	0
8688	188	abnormal vs normal	1
1302	1302	and then he said that he could only 6 burgers	0
2979	2979	oh my god i don't give a fuck	0
3688	3688	holocaust makes me sad!	1
8017	8017	jussie smollet taken at gunpoint in maga country	0
6646	6646	when you've just realised your son has taken the wrong backpack to school	0
2129	2129	"""what's the difference between the 2? the first one can't sing when you put chains on it"""	0
104	104	jews are the problem. not just zionists or israelis. jews. all of them	1
5682	5682	illegal immigration the cowboy way we'll know them if they try to come back in!	0
3677	3677	what stopped a suicidal boy from jumping? the rope	0
3672	3672	men be like im finally ready to settle down	0
2052	2052	until you give the white man back his god, everything i post is going to offend you	1
5068	5068	happy birthday michael j fox	0
7618	7618	when you look in your neighbor's yard and see an illegal immigrant mowing their lawn	1
3876	3876	when you're peeking on that 10\10 chick and about to nut but the school shooter pats you on the back and politely tells you to leave his corpses alone	1
2110	2110	winter weather got your skin dry? i've got some lotion in the back	0
5731	5731	men be like im finally ready to settle down	0
5296	5296	all i want for christmas is 6 million	1
378	378	"""where did you learn to make kool-aid like that britney?"""	0
1699	1699	dishwasher is broken? then wash it by hand	0
8785	285	everyone celebrates christmas !	0
3475	3475	just got angry all over again thinking about how zola made unathi umsunu nationally. saying unoxolo is just a friend kodwa akana address akana bellas then how the fuck is she your friend the lies! the lies!	0
6978	6978	what if i told you my ancestors came here after 500,000 soldiers died to end slavery and i'm not paying one damn red cent	0
934	934	i wanna see the most fucked up meme. lets see what you got	0
1835	1835	who says we have to be a specific color in order to do something we like	0
7123	7123	karen get your shit together	0
6210	6210	chris brown and rihanna at an event	0
2225	2225	gaming in north korea if you die in game, you die in real life	1
4482	4482	"admit it, you sometimes listen to strangers conversations and think to yourself, ""you are a stupid motherfucker"""	0
7226	7226	protesters throwing smoke bombs	0
8155	8155	migrants in paris migrnts in sweden liberals in america	0
4873	4873	i know who my enemy is and i know he's watching us now and you're just his nigger	1
3426	3426	"instead of being ""born again"" why not just grow up?"	1
7583	7583	meanwhile at the isis strip club	0
1076	1076	when a badge and gun aren't enough to cope with your fragile senses of self worth and masculinity: roadhouse!	0
5562	5562	i don't want illegal immigrants in my home district but i want open borders so they can be in yours	0
5275	5275	nice watch it must have cost an arm and a leg	0
8258	8258	got a new slow cooker	0
8004	8004	meanwhile at the isis strip club	0
1281	1281	you're so full of shit even your eyes are brown!	0
124	124	when your wife and girlfriend dont get along	0
1526	1526	every year a million people get sick from eating tainted beef who the fuck is putting their taint on the beef?	0
4191	4191	they kill gays, and women who go out in public without a male relative and are supported by democrats and liberals	1
4577	4577	hello my lgbtq friends it's pride month so free shots for everyone	1
2324	2324	ice perfectly shaped to heal that butthurt	0
2865	2865	muslims in 2001 muslim in congress 2019 defund homeland security!	1
8983	483	look at me bling up my prosthetic	0
5849	5849	i've been told to take a shower all of my life	0
3355	3355	i won 1st place	0
3772	3772	lol she thinks she's a goat	0
8433	8433	well, they're lazy good for nothin' tricksters... crack-smokin' swindlers! big butt havin', wide nose, breathin' up all the white man's air!	1
1105	1105	after waking up in the dark, while sick what year is it	0
2425	2425	people tragically jumping to their death during the 9/11 terrorist attacks	0
4272	4272	fuck, my mom is gonna kill me fuck, my mom is gonna kill me	0
873	873	largest drug bust in u.s. history.... 2 tons of crack!!	0
3916	3916	will you hurry up and u chocolatey little fucking starvi	0
7343	7343	last time i checked.. i played army as a kid, not air force	0
3644	3644	-inahales deeply- there are some good memes to harvest today	0
6313	6313	the stupid is strong in this one	0
8039	8039	cheers to all the people who can change their minds when presented with information that contradicts their beliefs	0
683	683	muhammed and aisha, the first date	0
2875	2875	some people think magic is the devil	0
4156	4156	i don't know how to deal with black people but i guess i'll take a shot at it	1
6440	6440	yo dawg you gotta chill	0
165	165	when they don't get the memo that they lost the war	0
7452	7452	they struck our colors and raised their own if you are not pissed, then you are part of the problem!	1
5800	5800	feeling cute may go out with my cousins later	0
725	725	"dont you care about my future? stop the ""refugee"" invasion"	1
5203	5203	when you get shot in the groin by a rubber bullet and your made-up gender doesn't protect your willie	1
241	241	lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!	1
6173	6173	is someone using the oven? cuz i smell gas	0
6071	6071	this one time at camp we got so baked	0
6805	6805	it's a weiner pit. just like your mouth	0
5040	5040	if you have a problem with me..call me if you don't have my number, then that means you don't know me well enough to have a problem	0
8474	8474	this is why i don't give a shit what upsets muslims	1
4279	4279	they have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one!	1
7619	7619	albanians taking a photo	0
7050	7050	this is why black people can't advance: ni**ers are holding us back	1
2375	2375	ahmed? i'm pregnant!!	1
336	336	come on our shame tour! we will show you how to murder babies and harass the elderly	1
5087	5087	beer goggles helping fat chicks get laid for thousands of years	1
8390	8390	feminism: because bitter, ugly lesbian need attention too!	1
352	352	march 8th international women's day	0
7789	7789	when wwe has a ppv in world war ll germany incineration chamber	1
7060	7060	if britain leaves the eu how much space will be freed up? 1gb	0
7503	7503	you will never see refugees in america mistreated when things turn to shit, we welcome others with open arms, dust off our guns and try to help	0
6619	6619	i wonder what kind of sandwich she is building. oh	1
7971	7971	what i say about the gunman every time there's a mass shooting	0
8929	429	does nike also sell stones in case they take it off?	0
6636	6636	my husband is always pushing me around.... and talking behind my back	1
7565	7565	me: you wanna watch porn or golf? her: porn: you already know how to play golf	0
3946	3946	man caught having sex with a feminist at the beach	0
8205	8205	i hate buffalos they ruin my land	0
6833	6833	the us navy keeping tranny hookers laid since 1715	1
6023	6023	oompa loompa doompeda dee! if you hit that, it will burn when you pee!	0
5657	5657	poor children of every color picked cotton open a book and gain some knowledge	0
4283	4283	i bet they make squeaky toy sounds when they fuck	1
4995	4995	when you see your ex having a seizure in public shake it like a salt shaker bitch	0
3859	3859	53% of white women voted for trump 53% of white women should look like this	0
5154	5154	1400 years of islamic progress	1
7432	7432	muslims muslims	1
2538	2538	only two things come from muslim countries pedophiles and goat fuckers! which are you mohammed?	1
6097	6097	hahaha good one let's burn 6 million to celebrate	1
8828	328	you should treat that the way you treat your vacuum cleaner, when it stops sucking change the bag	0
2145	2145	i only wear silk panties cotton ones remind me of slavery	0
8658	158	wait, mohammad come back i didn't mean to laugh, really size dosen't matter to me lol	1
8030	8030	the deep-state is about tobe barr-becued	0
2346	2346	muslims contributing to the very fabric of our nation	0
6388	6388	when the porn video features a tranny but then 'she' turns out to be a midget too you had my curiosity but now you have my attention	1
5538	5538	i'm trying to put a load in the dishwasher him: me too!	1
6287	6287	this has nothing to do with this post but one day i hope we can all live in a world of peace	0
6505	6505	you know shit got real... once chucky got up	0
5202	5202	when you want to nap after a long day of mudding	0
3795	3795	holy fuck 50 muslims on one credit	1
8895	395	i love my slow cooker	1
1081	1081	police academy graduation ceremony	0
7100	7100	gillbet bink says your news sucks	0
7422	7422	ahmed i love you too	0
2685	2685	in one ear and out the other like a boss	0
3814	3814	release your tax returns i emailed it to you	0
4361	4361	happy anniversary to that time you headbutted your way out of a vagina	0
3463	3463	mueller found no collusion dad we're democrats...we'll find another lie and i've told you please call me mom	0
3350	3350	meanwhile at the isis strip club	0
7737	7737	white people just nasty!!!	1
6876	6876	last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!	1
4060	4060	no one: white people when you nod at them:	0
97	97	broken chair	0
8137	8137	i came to fingerpaint and fuck and im all out of poop	1
2516	2516	"musslamic democrat, ilhan omar, has threatened members of congress. she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture"""	0
4227	4227	"""i don't think all of the suffering of african-americans during the period of slavery can ever equate to what's been done to white conservative americans in the past 8 years of obama's presidency"" michelle bachman yes, she really said this! conservatives are destroying our future | cadof.org """	0
4	4	everybody loves chocolate chip cookies, even hitler	0
884	884	canadian border jumper detained by american patriot	0
564	564	"some crazy rez girls be like: ""if you ever leave me, i'll punch myself in the face and tell cops you did it"""	0
7760	7760	when you find out a brown man talking to your sister	1
6244	6244	the latest toy has hit the shops it's a talking muslim doll nobody knows what the fuck its says, because no one has the guts to pull the string	1
890	890	has more skeletons in her closet than jeffrey dahmer	0
4597	4597	please make them white	0
6227	6227	stop racism black children and white children are the same	1
4838	4838	made rice krispies way before kellogg's rt @tooracist: my japanese girlfriend didn't get this joke. i had to drop the bomb twice	1
7801	7801	isoroku yamamoto: i just attacked pearl harbor hitler: what why would you do that? isoroku yamamoto: i'm gonna be honest...i'm kind of retarded	1
1235	1235	when you can hear mom getting taken to pound town on the fuck truck and all you can hear is her queef and grunt like wildebeest	0
3361	3361	when your memes spread faster than stds at gay bars i've got the power	1
2106	2106	this would be racist if black people could read	1
1925	1925	that looks like a lot of fun	0
5640	5640	po' baby.. just don't know no damn better.	0
6694	6694	teacher asked what comes after a sentence told her an appeal	1
2796	2796	taking on a job at the morgue, ernie has finally found a way to do good in the world. if all those girls die as virgins, they should at least not be buried as such	1
7019	7019	if theres even one homeless child in america we have no room for illegal aliens	1
2798	2798	"i was holding a door open for an asian guy and he was like ""sank you"" so i knocked him the fuck out. you don't talk about pearl harbor like that"	1
3593	3593	when your goat tells you oh no! she ain't on the pill	0
3606	3606	how come every week black police don't kill unarmed white males?	1
6277	6277	i said glass of juice not gas the jews	1
4136	4136	when i have an orgasm it's tranny fluid	1
5766	5766	when you can't wait to get home and eat them left overs	0
7719	7719	algebra and geometry are fine, but graphing is where you draw a line	0
4466	4466	well there's your problem your serpentine belt is the wrong size	0
4224	4224	he went to jihad's	1
8308	8308	guys out there can spot fake jordans, but can't spot a tranny this newport tho	1
6266	6266	white people know thyself	0
8464	8464	call me a hater if you want but,.... ...when is the last time you saw a photo of anyone but a muslim holding a human head?	1
2207	2207	this faceapp stuff is incredible!	1
909	909	no one: steven hawking	0
2792	2792	no mommy nig i've no idea who did it	1
3760	3760	when you find out there's an opening for the role of chewbacca	1
8408	8408	the clitoris has around around 8000 nerve endings but still isn't as sensitive as a white male liberal on the internet	1
8277	8277	yes sir, i voted for donald trump	0
4795	4795	how can this be allowed a free home and benefits? when this man was allowed to die on the streets after serving this country	1
5605	5605	one does not simply scroll past adult humor memes	0
2197	2197	"muslim at the entrance: ""hello brother!"" brenton tarrant:"	1
2238	2238	dont fuck with me... my husband is married to vladimir putin	0
2826	2826	the government i can offer you security, i require only that you kneel conservatives now see, that's gonna be a problem	0
269	269	how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex	1
2016	2016	my husband is always pushing me around... and talking behind my back	0
8551	51	feeling kinda cute might steal your shit later.. idk	1
4237	4237	why are there so many female archeologist? because bitches love digging up the past	0
2149	2149	that's one way to get suspended from school	0
7527	7527	when you sleep with a jewish girl	0
7588	7588	your family story is waiting to be found at incestry.com	0
8427	8427	this lamb is so raw our islamic customers were trying to fuck it!	1
29	29	one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell	0
3972	3972	ana frank at 14 years old ana frank at 15 years old	1
6484	6484	michelle obama don't find that funny	0
1361	1361	when everyone thinks you're the bomb	0
762	762	maybe energy drinks are like mana potions in real life	0
7034	7034	i will find you and.. and what.. my apologies, i have dialed the wrong number	0
8671	171	free blanket maybe white man not so bad after all	1
8494	8494	when you re out in public, and your muslim acts up the dirty jew	1
5185	5185	you know like when the tv doesn't work you give it a hard hit and then its all better	0
4223	4223	"me to me: ""he's cute! just don't come on too strong!"" also me:"	0
4171	4171	bert and ernie dress up as goats in an attempt to catfish arab men	1
8879	379	love is love	0
6405	6405	if only dogs could pick up after themselves	1
2062	2062	i should not be expected to pledge allegiance to any country including america dem representative ilhan omar quote	0
4654	4654	i'm sure glad i dodged that bullet fuck white women asians are cute and tight asf i should know, i watch anime and hentai	1
8757	257	what do they have in common? you enjoy pushing them down the stairs	1
7951	7951	transgenderism used to be the subject of psychological horror films now it's the new normal and if you don't agree with the psychos... you're not normal	1
8281	8281	women deserve equal rights	1
2492	2492	"when you tell her on the first date to be ""herself"" and she starts snorting xanax off the table"	0
5205	5205	sorry white guys but i only date black guys	1
5745	5745	when she throws on your sweater while you're at her house	0
2667	2667	mohammed i'm pregnant...	1
6493	6493	"you can cry about ""islamophobia"" all you want ! we don't give a rats ass about allah ~arv~ we the people of america stand with israel"	0
2809	2809	look dad im doing it you did it tyrone! you stole your first bike	1
8074	8074	maximum concentration	1
5801	5801	mindfuck when you shit bricks, you'll see it	0
1934	1934	the standard hood team a clown, a thief, a dyke, and a fat ugly funny fucker	1
6327	6327	when the black kids start fighting at school	1
7875	7875	father holding his newborn daughter	0
3505	3505	only black character in the game passive abiity: runs faster under fire	1
1379	1379	firefighter saves baby	0
4082	4082	adding coolant when the farm equipment overheats	0
4593	4593	no woman commits suicide of they fail to find broke guy for marriage	1
6620	6620	that look you give when you got your fix but not your kids	0
6507	6507	this chicken is so rubbery goodyear called and asked for the recipe!	0
7679	7679	children at a muslim pop concert why are people attacking us?	1
2788	2788	people love whoever	0
7941	7941	automatic tranny rebuilt tranny blew a tranny	0
2998	2998	real men don't use violence the fuck is she talking about?	0
4555	4555	carolina squat what kind of mental midget, coconut humping, poop throwing from a tree, goat herding, mouth breathing, have you seen my helmet moron remotely thought this was cool	1
2807	2807	when you have a small dick and tell a jewish girl to suck it i can't	0
6942	6942	i only wear silk panties cotton ones remind me of slavery	0
4693	4693	whenever you feel stupid, remember this	0
6853	6853	"islam's trojan horse the the only reason truth obama obama to has told support to america america ""i will stand with themuslimes should the political winds shift in an ugly direction."" -barack hussein obama"	0
4756	4756	where do suicide bombers go after they die? everywhere	0
5141	5141	gets mad about film portraying muslims as murderous savages responds by being a murdering savage	1
1325	1325	"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals"	0
7665	7665	the new space saving dishwasher you can hang it anywhere!	0
5842	5842	any drugs or alcohol? no thanks i'm already fucking wasted	0
5530	5530	finds out those 72 virgins... are goats	0
8236	8236	whats wrong with your skin? why is it like that? oh you're black? thats pretty cringe	1
7281	7281	these video game armors are getting pretty ridiculous	0
8207	8207	this makes me puke i want justice for all of them	0
7607	7607	under the name of multiculturalism we let terrorist into this country	0
5327	5327	they are the best in basketball because they can steal, shoot and run	0
9073	573	went to wal-mart just to take a shopping cart and run around the parking lot	0
7519	7519	gonna go outside #yolo anne frankly i thought she should have stayed home	1
2665	2665	don't get me started about your problems	0
1588	1588	'' wing wing wing ''	1
5220	5220	when it is time, rest assured america. when the enemy brings it to our soil, we will bring it to them we dipped this shit in bacon grease mixed with bacon juice smothered in hate	0
1171	1171	look! johnny knoxville! it's ba'am!	0
1992	1992	don't let this group get you downs	1
7252	7252	"""enjoying in beach"""	0
7308	7308	when i see other adults pouring wine and they only fill it half way, i'm like... ...okay, one of us is doing it wrong, and i'm pretty sure its you	0
7120	7120	i will smack the shit out of the next person who touches my head one more time	0
3222	3222	100% of illegal aliens are criminals	1
3801	3801	just because you have a beard, it doesn't mean you're a man. last time i checked vaginas can grow hair too	0
980	980	and then they said... what about the irish slaves??	1
102	102	when i was a boy we didn't have things like adhd. it was called being a little bastard	1
8742	242	they shot the wrong gorilla	0
8779	279	parental opioid use has negative effect on children's intelligence	0
2767	2767	my feelings a new amazing anime all must suffer with my new angsty episode	0
5675	5675	i'm tired, boss. mostly i'm tired of people being ugly to each other	0
486	486	not all angels reside in heaven.. many walk the battlefield.	0
4236	4236	best thing about an ethiopian blowjob?...  you know shes gonna swallow!!! well it's true	1
4990	4990	starving mexican man eating peanuts	0
5454	5454	christmas tree o christmas tree your ornaments are history	0
4963	4963	my 6 year old son is in a wheelchair, so i made him a tank for halloween this year. special forces?	1
9083	583	surpass the expectations	0
4282	4282	happy birthday you sexy beast	0
635	635	"""do you have a moment to talk about bacon?"""	0
301	301	be kind to those less fortunate than you	0
6548	6548	goes on a date gets stood up	1
3556	3556	my birthday is close, i am excited	0
123	123	when you're facetimeing and accidently fall down the stairs	0
2216	2216	you knew that was the wrong hole you're goddamn right i did!	0
2589	2589	women are like bacon they look good, smell good, taste good and slowly kill men	1
5519	5519	little white person please leave before my ancestors tell me to kick you off this mountain	1
2050	2050	bro you still care about ace discourse? bro kinda cringe ngl	0
2941	2941	"when you fire up your 30 year old straight piped shitbox ""hell yeah brother"""	0
3775	3775	your rights end where my feelings begin	0
6033	6033	if i had a dollar for every racist thing i've said... some black motherfucker would probably rob me	1
8826	326	wouldn't be the last time those people used the oven this way	0
1221	1221	a local market	0
8058	8058	pedal faster patrick, the owners are coming	0
4658	4658	jewish man hears a knock on his door, presumably an ss officer, as he was preparing to flee his home, 1942 (colorized)	1
5880	5880	if you're going black friday shopping be a decent human being and turn your phone horizontal before recording any fights	0
1456	1456	when the aux lead comes out during a fire tune oh fuck put it back in!	0
7879	7879	hillary clinton caught telling the truth! april fools!	0
485	485	on behalf of nsw go f@#k yourself queensland	0
1641	1641	when you're talented but also a self-righteous shit head	0
5138	5138	your girlfriend the tranny you been fucking	1
897	897	if trump isn't hitler, then i'm i'm a moron well i'm certainly not gonna argue with that	0
2489	2489	i once dumped a cross eyed chick thought she was seeing someone else	1
8544	44	must..resist...urge to.. kill whitey.	1
1516	1516	you can wear whatever you choose no one should judge you	0
4878	4878	that's black people for you what did you expect?	1
1206	1206	healthcare is a right and the government should pay for it guns are a right, should the government pay for them too?	0
189	189	when you haven't stolen anything in a week	0
1424	1424	aging challenge	0
8768	268	i'm no bird expert but i'm guessing it's 4 females and 1 male	1
1358	1358	micro implant allows terrorist to speak to god. it comes in various sizes generally from .223 to .50 caliber	0
4367	4367	when you lose your first boxing match	0
5354	5354	when she's trying her hardest to make you cum but you already visited your favorite goat	0
5066	5066	a good american is a dead american	1
7132	7132	ashes to ashes  dust to dust the jews just left us	1
6398	6398	when your finally starting to be accepted for who you are	0
9064	564	this is a zookeeper taking care of a gorilla	0
6984	6984	the lgtbetc .. community maintain the highest suicide rates. proving that both god and darwin were right	1
200	200	lost african tribe	0
2302	2302	little white person please leave before my ancestors tell me to kick off this mountain	0
7182	7182	meanwhile in mexican schools	0
7563	7563	what does a baby from auschwitz look like?	0
8952	452	broken dishwasher	0
5080	5080	rashida tlaib in traditional 'palestinian garb	0
2223	2223	is there anything more beautiful than the islamic call to prayer?	0
348	348	when you're trying to be a good student and just learn magic but three kids in class keep getting in trouble all the time	0
2775	2775	that look transgender preditor gives when she's hungry for white people	1
3438	3438	mr. wilson you have to take your pill with water you can't crush it up and snort it off my tits	0
1001	1001	am i gonna wish you happy birthday? dafuq else im'a do	0
3315	3315	it's time to kill the british and dump tea into the ocean, and i'm all out of tea	1
2310	2310	radical muslims are snakes moderate muslims are the grass they hide in	1
7212	7212	when you go back to your shitkick hometown for the holidays and the smell of meth and cow shit fills the air there's no place like home	0
3834	3834	14 million kids living in poverty in america but democrats fight for illegals	0
870	870	when you and your squad rest after a long day protesting trump	0
4971	4971	morgan freeman morgan not-so-freeman	1
5271	5271	"my black flag brings all the goats to the yard, and the're like ""allahu akbar"" watch out, i'll put a bomb in your car. i could teach you but i lost my arms"	1
6513	6513	two sad images from american history	0
2305	2305	hey, dnc! it's not the people's job to rally around the candidate you choose... ...it's your job to choose the candidate that the people rally around!	0
7553	7553	oh i pissed you off? suck it up buttercup i'm an asshole, it's what i do	0
2749	2749	men wearing dresses and molesting our children? the word you're looking for is clergy, not transgender	1
5210	5210	i've told my neighbor to keep thier pug out of my yard 3 times already	0
1503	1503	the name's todd... retodd	1
1168	1168	i swear harvey's been chasing the same fly for the last 13 years	1
644	644	fuck tryin' to please people that can't be pleased life is too short!	0
2573	2573	new seat belt design 50% less accidents	1
8442	8442	i am not racist i had a black dog once, we named him foodstamps	1
5161	5161	3d visualization of atomic bomb	0
1915	1915	he is proving you don't have to be poor to be trash	0
1278	1278	cop: please step out of the car me: i'm too fucked up. you get in	0
6720	6720	if your man dresses like this there no doubt he's cold	0
7882	7882	i am a gamer not because i don't have a life but because i hate women and minorities	1
9022	522	this old picture brings tears to my eyes! that baby is so cute!	0
